id_caso,id_cliente,id_tipo_servicio,id_motivo,descripcion_caso,fecha_apertura,fecha_cierre,estado_caso,resuelto_primer_contacto,prioridad
18,11066,3,8,Caso 18 asociado a motivo 8,2025-10-24 16:42:23,2025-11-06 00:42:23,cerrado,1,media
19,17083,1,1,Caso 19 asociado a motivo 1,2025-11-19 09:50:07,,en_proceso,0,media
20,15476,1,2,Caso 20 asociado a motivo 2,2025-11-17 20:12:50,2025-11-30 02:12:50,cerrado,0,media
21,12734,5,13,Caso 21 asociado a motivo 13,2025-10-29 12:01:01,2025-11-05 16:01:01,cerrado,1,alta
22,1607,3,8,Caso 22 asociado a motivo 8,2026-03-05 10:26:06,2026-03-19 11:26:06,cerrado,1,baja
23,27837,4,12,Caso 23 asociado a motivo 12,2026-04-01 20:56:29,,en_proceso,0,baja
24,18757,3,9,Caso 24 asociado a motivo 9,2025-12-04 09:32:16,2025-12-04 18:32:16,cancelado,0,media
25,26681,1,1,Caso 25 asociado a motivo 1,2026-04-01 05:36:46,2026-04-16 14:36:46,cerrado,1,alta
26,9902,5,15,Caso 26 asociado a motivo 15,2025-12-22 11:11:32,2025-12-22 11:11:32,cerrado,1,baja
27,12262,1,1,Caso 27 asociado a motivo 1,2026-01-12 17:15:13,2026-01-16 03:15:13,cerrado,1,media
28,1896,2,4,Caso 28 asociado a motivo 4,2025-10-25 17:16:31,2025-10-28 21:16:31,cerrado,0,media
29,12482,2,5,Caso 29 asociado a motivo 5,2025-11-01 18:12:44,,en_proceso,0,baja
30,27261,3,9,Caso 30 asociado a motivo 9,2026-03-20 08:51:48,2026-04-06 16:51:48,cerrado,0,alta
31,16856,5,14,Caso 31 asociado a motivo 14,2025-10-21 16:40:29,2025-11-11 00:40:29,cerrado,0,media
32,26211,5,14,Caso 32 asociado a motivo 14,2025-12-19 10:02:40,2026-01-04 16:02:40,cerrado,0,media
33,15724,5,14,Caso 33 asociado a motivo 14,2026-02-02 11:34:39,,en_proceso,0,baja
34,18199,2,6,Caso 34 asociado a motivo 6,2026-01-03 19:24:06,2026-01-09 06:24:06,cerrado,1,media
35,275,4,12,Caso 35 asociado a motivo 12,2026-01-24 00:28:20,2026-02-03 11:28:20,cerrado,1,media
36,2590,1,3,Caso 36 asociado a motivo 3,2025-12-15 11:59:27,2025-12-31 12:59:27,cerrado,0,alta
37,17139,2,4,Caso 37 asociado a motivo 4,2026-04-07 09:53:24,2026-04-22 11:53:24,cerrado,0,media
38,20898,1,1,Caso 38 asociado a motivo 1,2025-12-05 22:13:00,2025-12-12 06:13:00,cerrado,1,media
39,27337,4,10,Caso 39 asociado a motivo 10,2026-03-06 16:55:14,2026-03-25 01:55:14,cerrado,1,media
40,12539,2,5,Caso 40 asociado a motivo 5,2025-12-11 15:06:01,2025-12-16 21:06:01,cerrado,0,baja
41,16043,3,8,Caso 41 asociado a motivo 8,2026-03-21 14:49:40,,en_proceso,0,baja
42,4103,4,10,Caso 42 asociado a motivo 10,2025-12-11 02:38:07,2025-12-25 11:38:07,cerrado,1,baja
43,11845,2,5,Caso 43 asociado a motivo 5,2026-03-16 11:32:13,2026-03-20 12:32:13,cerrado,0,critica
44,5286,2,6,Caso 44 asociado a motivo 6,2026-01-26 12:42:06,2026-01-28 17:42:06,cerrado,0,baja
45,23268,1,2,Caso 45 asociado a motivo 2,2025-12-03 15:15:40,,en_proceso,0,alta
46,8390,2,6,Caso 46 asociado a motivo 6,2025-11-21 10:27:28,,en_proceso,0,media
47,23559,2,4,Caso 47 asociado a motivo 4,2025-11-26 08:56:40,,en_proceso,0,media
48,5025,5,15,Caso 48 asociado a motivo 15,2026-02-10 12:54:32,2026-02-10 22:54:32,cerrado,1,media
49,27652,5,15,Caso 49 asociado a motivo 15,2026-03-19 13:40:57,2026-03-24 13:40:57,cerrado,0,media
50,24099,1,1,Caso 50 asociado a motivo 1,2025-10-16 13:01:57,,en_proceso,0,media
51,29433,2,6,Caso 51 asociado a motivo 6,2025-10-13 16:29:38,2025-10-27 01:29:38,cerrado,0,media
52,25633,1,1,Caso 52 asociado a motivo 1,2025-11-21 07:07:03,2025-12-05 08:07:03,cerrado,0,baja
53,11684,1,2,Caso 53 asociado a motivo 2,2025-10-28 14:34:43,2025-11-18 00:34:43,cerrado,1,media
54,6489,1,2,Caso 54 asociado a motivo 2,2026-04-04 11:40:43,2026-04-10 12:40:43,cerrado,1,baja
55,23069,2,4,Caso 55 asociado a motivo 4,2025-11-20 15:51:48,2025-11-21 17:51:48,cerrado,1,baja
56,24222,2,4,Caso 56 asociado a motivo 4,2026-01-02 20:56:35,,en_proceso,0,alta
57,29085,5,13,Caso 57 asociado a motivo 13,2025-12-08 15:44:03,2025-12-29 00:44:03,cerrado,1,alta
58,6237,2,6,Caso 58 asociado a motivo 6,2025-12-26 08:22:48,,en_proceso,0,media
59,21464,5,15,Caso 59 asociado a motivo 15,2025-12-01 13:41:19,2025-12-15 23:41:19,cerrado,1,media
60,28341,3,9,Caso 60 asociado a motivo 9,2025-11-11 09:12:25,2025-11-24 19:12:25,cerrado,0,baja
61,4992,2,6,Caso 61 asociado a motivo 6,2025-12-10 12:22:08,2025-12-19 16:22:08,cerrado,1,baja
62,15803,2,5,Caso 62 asociado a motivo 5,2025-11-07 08:11:27,2025-11-20 13:11:27,cancelado,0,media
63,17359,1,3,Caso 63 asociado a motivo 3,2026-04-03 09:27:48,2026-04-10 14:27:48,cerrado,0,baja
64,5303,2,6,Caso 64 asociado a motivo 6,2025-11-03 02:38:16,,en_proceso,0,critica
65,3720,3,7,Caso 65 asociado a motivo 7,2026-01-21 18:32:02,2026-01-22 23:32:02,cerrado,1,baja
66,14730,2,5,Caso 66 asociado a motivo 5,2026-04-08 19:20:15,2026-04-24 05:20:15,cerrado,1,media
67,26240,1,3,Caso 67 asociado a motivo 3,2025-10-29 18:00:11,2025-11-07 21:00:11,cerrado,0,alta
68,6800,5,14,Caso 68 asociado a motivo 14,2026-03-30 12:01:36,,en_proceso,0,baja
69,28378,5,15,Caso 69 asociado a motivo 15,2025-11-04 21:52:35,2025-11-06 05:52:35,cerrado,1,media
70,7220,1,3,Caso 70 asociado a motivo 3,2026-01-24 16:50:59,2026-02-09 16:50:59,cerrado,1,alta
71,3266,4,10,Caso 71 asociado a motivo 10,2025-12-17 14:06:42,,en_proceso,0,media
72,27579,1,2,Caso 72 asociado a motivo 2,2026-02-24 07:32:35,2026-02-24 14:32:35,cerrado,1,baja
73,22357,2,6,Caso 73 asociado a motivo 6,2025-11-28 08:50:30,2025-12-08 13:50:30,cerrado,0,alta
74,13208,5,14,Caso 74 asociado a motivo 14,2025-11-19 11:21:16,2025-11-30 14:21:16,cerrado,0,baja
75,8799,5,14,Caso 75 asociado a motivo 14,2026-03-26 08:01:15,2026-04-10 14:01:15,cerrado,1,media
76,6110,4,12,Caso 76 asociado a motivo 12,2025-11-27 17:25:52,,en_proceso,0,critica
77,29613,3,9,Caso 77 asociado a motivo 9,2026-02-02 19:50:26,,en_proceso,0,media
78,26329,4,12,Caso 78 asociado a motivo 12,2026-04-03 13:33:58,,en_proceso,0,baja
79,13108,2,4,Caso 79 asociado a motivo 4,2025-12-17 12:05:47,2025-12-28 22:05:47,cerrado,0,baja
80,18260,1,3,Caso 80 asociado a motivo 3,2025-11-20 10:51:05,2025-11-23 11:51:05,cerrado,1,media
81,9546,5,13,Caso 81 asociado a motivo 13,2026-02-06 16:03:46,,en_proceso,0,alta
82,28288,1,1,Caso 82 asociado a motivo 1,2026-01-30 15:41:17,2026-02-01 21:41:17,cerrado,0,baja
83,7495,2,5,Caso 83 asociado a motivo 5,2025-11-25 15:16:47,2025-12-07 18:16:47,cerrado,0,alta
84,4463,2,5,Caso 84 asociado a motivo 5,2026-04-06 08:06:58,2026-04-17 12:06:58,cerrado,0,alta
85,17991,5,15,Caso 85 asociado a motivo 15,2026-03-21 12:45:50,2026-03-24 23:45:50,cerrado,1,alta
86,12090,3,8,Caso 86 asociado a motivo 8,2026-04-06 19:29:42,,en_proceso,0,baja
87,23819,5,15,Caso 87 asociado a motivo 15,2025-11-14 10:08:22,2025-11-16 16:08:22,cancelado,0,baja
88,10112,5,15,Caso 88 asociado a motivo 15,2026-01-24 22:06:32,2026-02-01 22:06:32,cerrado,1,critica
89,6932,5,15,Caso 89 asociado a motivo 15,2025-10-22 15:42:33,,en_proceso,0,baja
90,26248,2,4,Caso 90 asociado a motivo 4,2025-11-05 19:49:48,2025-11-23 04:49:48,cerrado,0,media
91,2543,1,2,Caso 91 asociado a motivo 2,2026-01-04 11:21:09,2026-01-19 13:21:09,cerrado,1,alta
92,4034,2,5,Caso 92 asociado a motivo 5,2026-02-16 14:15:13,2026-02-18 22:15:13,cerrado,0,baja
93,15034,1,3,Caso 93 asociado a motivo 3,2026-03-10 16:02:28,2026-03-29 23:02:28,cerrado,0,media
94,16791,4,12,Caso 94 asociado a motivo 12,2025-12-20 14:21:09,2026-01-09 18:21:09,cerrado,1,baja
95,29966,3,9,Caso 95 asociado a motivo 9,2026-03-17 16:07:02,,en_proceso,0,media
96,8623,1,3,Caso 96 asociado a motivo 3,2026-04-04 12:42:28,2026-04-08 15:42:28,cerrado,1,media
97,28212,5,15,Caso 97 asociado a motivo 15,2026-01-09 08:52:19,2026-01-29 08:52:19,cerrado,1,media
98,25390,1,1,Caso 98 asociado a motivo 1,2026-02-23 08:23:50,2026-03-03 19:23:50,cerrado,1,media
99,5730,2,5,Caso 99 asociado a motivo 5,2026-01-08 19:32:01,2026-01-18 21:32:01,cerrado,1,media
100,26042,2,4,Caso 100 asociado a motivo 4,2026-01-06 17:34:05,2026-01-09 17:34:05,cerrado,1,baja
101,27434,2,6,Caso 101 asociado a motivo 6,2025-10-14 18:01:41,2025-11-01 22:01:41,cerrado,1,baja
102,18357,2,6,Caso 102 asociado a motivo 6,2026-01-26 16:50:30,,en_proceso,0,media
103,10794,3,8,Caso 103 asociado a motivo 8,2025-11-28 09:18:10,2025-11-29 18:18:10,cerrado,0,media
104,24325,2,4,Caso 104 asociado a motivo 4,2026-02-26 06:08:19,2026-03-12 11:08:19,cerrado,1,media
105,15310,3,9,Caso 105 asociado a motivo 9,2025-12-08 01:04:18,2025-12-24 07:04:18,cerrado,1,media
106,26158,1,1,Caso 106 asociado a motivo 1,2025-12-27 08:21:39,,en_proceso,0,media
107,18249,1,3,Caso 107 asociado a motivo 3,2025-11-01 14:58:04,2025-11-07 14:58:04,cerrado,1,alta
108,15021,3,7,Caso 108 asociado a motivo 7,2025-12-07 10:36:45,2025-12-21 12:36:45,cerrado,1,baja
109,16486,2,5,Caso 109 asociado a motivo 5,2026-02-19 10:35:39,2026-02-26 20:35:39,cancelado,0,baja
110,14853,4,10,Caso 110 asociado a motivo 10,2025-12-25 07:43:33,2026-01-14 12:43:33,cerrado,1,media
111,9811,1,2,Caso 111 asociado a motivo 2,2026-03-31 13:05:56,2026-04-02 15:05:56,cerrado,1,baja
112,10634,2,6,Caso 112 asociado a motivo 6,2025-11-04 14:40:24,,en_proceso,0,media
113,28227,5,14,Caso 113 asociado a motivo 14,2025-12-11 12:13:32,,en_proceso,0,alta
114,6554,2,6,Caso 114 asociado a motivo 6,2026-02-02 13:58:32,2026-02-15 21:58:32,cerrado,1,baja
115,24994,2,6,Caso 115 asociado a motivo 6,2025-10-28 08:34:52,,en_proceso,0,critica
116,15852,1,1,Caso 116 asociado a motivo 1,2025-11-24 14:49:21,,en_proceso,0,alta
117,27658,1,2,Caso 117 asociado a motivo 2,2025-12-16 22:54:55,2025-12-16 22:54:55,cerrado,1,media
118,13149,5,13,Caso 118 asociado a motivo 13,2025-11-21 09:38:17,,en_proceso,0,baja
119,16607,2,4,Caso 119 asociado a motivo 4,2025-12-17 17:28:25,,en_proceso,0,alta
120,23647,2,6,Caso 120 asociado a motivo 6,2025-12-12 17:16:10,2025-12-29 21:16:10,cerrado,1,baja
121,3187,1,1,Caso 121 asociado a motivo 1,2026-02-19 16:38:36,2026-03-09 20:38:36,cerrado,0,baja
122,24226,3,7,Caso 122 asociado a motivo 7,2025-10-18 11:13:54,2025-10-30 17:13:54,cerrado,1,alta
123,9033,1,3,Caso 123 asociado a motivo 3,2025-12-04 03:35:35,,en_proceso,0,alta
124,8553,3,9,Caso 124 asociado a motivo 9,2026-01-28 20:49:44,2026-02-07 21:49:44,cerrado,1,baja
125,22313,2,5,Caso 125 asociado a motivo 5,2026-01-06 09:42:21,2026-01-15 12:42:21,cerrado,1,media
126,9656,2,6,Caso 126 asociado a motivo 6,2026-01-01 14:46:03,,en_proceso,0,baja
127,2158,1,3,Caso 127 asociado a motivo 3,2026-01-26 17:40:28,2026-02-12 17:40:28,cerrado,1,media
128,4332,3,8,Caso 128 asociado a motivo 8,2026-01-26 20:21:30,2026-01-26 21:21:30,cerrado,1,media
129,26376,1,2,Caso 129 asociado a motivo 2,2026-03-25 16:16:03,2026-04-08 01:16:03,cerrado,0,baja
130,25472,1,3,Caso 130 asociado a motivo 3,2026-03-02 10:13:22,2026-03-19 18:13:22,cerrado,1,alta
131,12785,1,2,Caso 131 asociado a motivo 2,2025-10-22 16:14:44,2025-11-01 22:14:44,cerrado,1,media
132,25895,1,2,Caso 132 asociado a motivo 2,2026-02-26 12:39:51,2026-03-07 22:39:51,cerrado,0,media
133,29856,2,5,Caso 133 asociado a motivo 5,2025-10-16 19:50:23,2025-10-29 00:50:23,cerrado,1,baja
134,25741,1,2,Caso 134 asociado a motivo 2,2025-11-10 15:09:09,2025-11-28 22:09:09,cerrado,0,media
135,13375,2,6,Caso 135 asociado a motivo 6,2025-10-29 08:56:04,2025-11-01 16:56:04,cerrado,1,baja
136,3846,5,15,Caso 136 asociado a motivo 15,2025-11-06 12:34:53,2025-11-23 19:34:53,cerrado,0,baja
137,7865,3,7,Caso 137 asociado a motivo 7,2026-02-06 19:39:05,2026-02-15 06:39:05,cerrado,1,media
138,1785,1,2,Caso 138 asociado a motivo 2,2025-10-30 13:43:05,2025-11-04 17:43:05,cerrado,0,baja
139,27865,2,4,Caso 139 asociado a motivo 4,2026-03-23 11:53:49,2026-03-24 11:53:49,cerrado,0,alta
140,12563,4,11,Caso 140 asociado a motivo 11,2025-12-30 09:35:10,2026-01-07 20:35:10,cerrado,1,baja
141,17166,1,3,Caso 141 asociado a motivo 3,2026-02-19 16:19:37,2026-03-06 16:19:37,cerrado,1,media
142,2282,2,4,Caso 142 asociado a motivo 4,2026-02-27 01:12:24,,en_proceso,0,critica
143,25998,1,2,Caso 143 asociado a motivo 2,2026-03-31 02:55:36,,en_proceso,0,media
144,3007,2,4,Caso 144 asociado a motivo 4,2026-04-11 08:04:57,,en_proceso,0,alta
145,6137,5,15,Caso 145 asociado a motivo 15,2026-03-09 08:40:21,2026-03-20 08:40:21,cerrado,0,baja
146,18072,1,3,Caso 146 asociado a motivo 3,2026-01-08 09:30:25,2026-01-19 16:30:25,cerrado,1,baja
147,7215,2,5,Caso 147 asociado a motivo 5,2025-11-04 08:07:45,2025-11-08 13:07:45,cerrado,1,baja
148,2828,5,15,Caso 148 asociado a motivo 15,2026-04-08 11:22:31,2026-04-21 20:22:31,cerrado,0,baja
149,1262,1,3,Caso 149 asociado a motivo 3,2026-03-02 10:05:15,2026-03-14 12:05:15,cerrado,1,media
150,8407,2,6,Caso 150 asociado a motivo 6,2025-11-22 12:58:21,2025-12-07 13:58:21,cerrado,0,media
151,17592,3,9,Caso 151 asociado a motivo 9,2026-04-06 08:23:03,2026-04-15 09:23:03,cerrado,1,media
152,20305,5,14,Caso 152 asociado a motivo 14,2026-04-02 14:08:12,2026-04-07 14:08:12,cerrado,1,alta
153,1777,3,9,Caso 153 asociado a motivo 9,2025-11-05 08:28:11,2025-11-11 15:28:11,cerrado,1,media
154,12253,5,15,Caso 154 asociado a motivo 15,2026-01-07 07:43:43,2026-01-14 10:43:43,cerrado,1,alta
155,23991,1,2,Caso 155 asociado a motivo 2,2025-12-27 11:26:21,2026-01-05 20:26:21,cerrado,1,alta
156,8751,1,2,Caso 156 asociado a motivo 2,2026-01-19 13:55:19,2026-01-31 22:55:19,cerrado,1,baja
157,4272,4,11,Caso 157 asociado a motivo 11,2026-04-06 14:32:28,,en_proceso,0,alta
158,9771,1,3,Caso 158 asociado a motivo 3,2025-11-29 16:59:20,,en_proceso,0,baja
159,4821,2,5,Caso 159 asociado a motivo 5,2025-12-12 06:30:57,2025-12-23 14:30:57,cerrado,0,baja
160,21948,4,10,Caso 160 asociado a motivo 10,2026-02-19 21:53:43,2026-03-08 00:53:43,cerrado,1,media
161,10226,4,11,Caso 161 asociado a motivo 11,2026-01-16 13:25:52,2026-01-27 19:25:52,cerrado,1,baja
162,15515,2,6,Caso 162 asociado a motivo 6,2025-10-21 07:24:39,2025-11-10 16:24:39,cerrado,0,alta
163,2771,1,2,Caso 163 asociado a motivo 2,2025-12-06 17:40:14,2025-12-19 18:40:14,cerrado,1,baja
164,7402,3,8,Caso 164 asociado a motivo 8,2025-11-14 18:43:50,,en_proceso,0,baja
165,28184,1,3,Caso 165 asociado a motivo 3,2025-11-25 18:49:47,2025-12-03 20:49:47,cerrado,1,baja
166,12064,2,6,Caso 166 asociado a motivo 6,2025-11-27 17:42:07,2025-12-18 03:42:07,cerrado,0,alta
167,15774,5,15,Caso 167 asociado a motivo 15,2025-11-10 21:38:46,2025-11-13 22:38:46,cerrado,1,baja
168,12420,1,3,Caso 168 asociado a motivo 3,2025-12-24 15:33:16,,en_proceso,0,media
169,8036,5,13,Caso 169 asociado a motivo 13,2025-10-21 03:43:36,2025-11-07 04:43:36,cerrado,1,baja
170,15653,2,5,Caso 170 asociado a motivo 5,2026-03-04 05:34:38,,en_proceso,0,baja
171,4223,2,5,Caso 171 asociado a motivo 5,2025-10-31 21:51:40,2025-11-15 02:51:40,cerrado,0,media
172,28580,1,2,Caso 172 asociado a motivo 2,2026-04-11 16:57:44,2026-04-16 02:57:44,cerrado,0,baja
173,25783,5,14,Caso 173 asociado a motivo 14,2025-10-20 06:51:15,2025-11-07 12:51:15,cerrado,0,media
174,13156,2,5,Caso 174 asociado a motivo 5,2026-02-07 15:23:01,2026-02-13 00:23:01,cerrado,0,media
175,23101,1,3,Caso 175 asociado a motivo 3,2025-11-19 18:02:51,2025-11-29 21:02:51,cerrado,1,media
176,27282,5,13,Caso 176 asociado a motivo 13,2026-02-03 09:35:09,,en_proceso,0,media
177,27842,2,4,Caso 177 asociado a motivo 4,2026-03-04 13:43:51,2026-03-09 14:43:51,cerrado,1,media
178,954,2,4,Caso 178 asociado a motivo 4,2026-03-02 07:35:41,2026-03-06 14:35:41,cerrado,1,media
179,11660,5,15,Caso 179 asociado a motivo 15,2025-12-31 06:07:53,,en_proceso,0,media
180,10142,1,3,Caso 180 asociado a motivo 3,2025-10-17 17:28:44,2025-11-04 22:28:44,cancelado,0,critica
181,14938,2,4,Caso 181 asociado a motivo 4,2026-01-01 20:44:37,,en_proceso,0,media
182,9276,1,3,Caso 182 asociado a motivo 3,2026-02-26 19:32:04,2026-03-11 00:32:04,cerrado,1,media
183,25665,4,12,Caso 183 asociado a motivo 12,2026-02-12 13:31:47,2026-02-24 16:31:47,cerrado,0,baja
184,4841,4,12,Caso 184 asociado a motivo 12,2026-04-03 13:25:01,,en_proceso,0,media
185,4779,5,13,Caso 185 asociado a motivo 13,2026-02-18 14:48:34,,en_proceso,0,baja
186,9022,2,5,Caso 186 asociado a motivo 5,2026-02-21 09:14:51,2026-03-06 13:14:51,cerrado,1,baja
187,10574,3,9,Caso 187 asociado a motivo 9,2025-11-17 05:22:17,,en_proceso,0,media
188,1906,3,8,Caso 188 asociado a motivo 8,2025-10-17 07:37:29,2025-11-03 10:37:29,cerrado,1,media
189,18946,5,13,Caso 189 asociado a motivo 13,2025-11-02 04:36:46,2025-11-05 07:36:46,cerrado,1,baja
190,3095,1,1,Caso 190 asociado a motivo 1,2026-01-03 10:28:09,2026-01-07 19:28:09,cerrado,0,media
191,13726,5,14,Caso 191 asociado a motivo 14,2025-11-06 05:26:14,,en_proceso,0,baja
192,444,3,7,Caso 192 asociado a motivo 7,2026-04-11 12:35:43,2026-04-22 19:35:43,cerrado,0,baja
193,4099,1,3,Caso 193 asociado a motivo 3,2025-10-27 14:46:44,2025-11-05 19:46:44,cerrado,1,media
194,24751,4,11,Caso 194 asociado a motivo 11,2026-01-07 15:07:22,,en_proceso,0,alta
195,4622,5,15,Caso 195 asociado a motivo 15,2025-11-21 17:31:09,,en_proceso,0,baja
196,29558,1,3,Caso 196 asociado a motivo 3,2025-10-24 21:27:30,2025-11-11 23:27:30,cerrado,1,alta
197,14990,5,15,Caso 197 asociado a motivo 15,2025-11-21 06:13:21,2025-12-07 08:13:21,cerrado,1,media
198,9914,3,7,Caso 198 asociado a motivo 7,2025-12-13 04:48:01,,en_proceso,0,media
199,8146,1,1,Caso 199 asociado a motivo 1,2025-10-13 14:03:59,2025-10-16 14:03:59,cerrado,0,critica
200,11067,1,2,Caso 200 asociado a motivo 2,2026-03-04 12:45:35,2026-03-11 12:45:35,cerrado,1,alta
201,8325,2,5,Caso 201 asociado a motivo 5,2025-12-04 12:17:20,2025-12-19 17:17:20,cerrado,1,alta
202,9270,1,3,Caso 202 asociado a motivo 3,2026-03-31 09:51:32,2026-04-12 18:51:32,cerrado,1,baja
203,12180,5,14,Caso 203 asociado a motivo 14,2025-11-06 10:07:30,2025-11-09 14:07:30,cancelado,0,alta
204,3002,1,1,Caso 204 asociado a motivo 1,2025-12-27 17:47:26,2026-01-05 20:47:26,cancelado,0,baja
205,6892,2,5,Caso 205 asociado a motivo 5,2025-10-13 20:36:58,,en_proceso,0,critica
206,1137,2,4,Caso 206 asociado a motivo 4,2026-02-11 07:08:20,2026-02-26 13:08:20,cerrado,1,media
207,4217,5,13,Caso 207 asociado a motivo 13,2025-11-16 19:53:40,2025-11-23 19:53:40,cerrado,1,baja
208,17492,5,14,Caso 208 asociado a motivo 14,2025-11-04 18:45:53,,en_proceso,0,baja
209,3195,1,3,Caso 209 asociado a motivo 3,2026-03-29 08:44:45,2026-04-04 09:44:45,cerrado,0,alta
210,11839,1,1,Caso 210 asociado a motivo 1,2025-12-20 09:03:42,2025-12-23 16:03:42,cerrado,1,alta
211,16615,5,14,Caso 211 asociado a motivo 14,2025-12-17 11:18:42,2025-12-25 18:18:42,cerrado,1,baja
212,13332,5,13,Caso 212 asociado a motivo 13,2026-02-28 07:32:24,2026-03-13 09:32:24,cerrado,1,baja
213,18353,2,4,Caso 213 asociado a motivo 4,2026-03-31 16:34:45,,en_proceso,0,media
214,23665,1,1,Caso 214 asociado a motivo 1,2026-02-02 09:17:42,2026-02-19 12:17:42,cerrado,1,alta
215,16537,2,6,Caso 215 asociado a motivo 6,2026-02-09 07:12:55,2026-02-24 11:12:55,cerrado,1,media
216,14408,1,3,Caso 216 asociado a motivo 3,2025-10-15 15:08:58,2025-10-23 00:08:58,cerrado,1,media
217,1860,2,5,Caso 217 asociado a motivo 5,2026-02-13 09:21:26,2026-03-05 20:21:26,cerrado,0,critica
218,23583,5,13,Caso 218 asociado a motivo 13,2025-12-05 14:00:33,,en_proceso,0,alta
219,5786,2,6,Caso 219 asociado a motivo 6,2026-03-23 10:59:07,2026-03-30 15:59:07,cerrado,1,media
220,17309,1,2,Caso 220 asociado a motivo 2,2025-11-21 08:07:29,2025-12-02 18:07:29,cerrado,0,baja
221,23142,1,3,Caso 221 asociado a motivo 3,2025-11-24 08:19:56,2025-12-01 14:19:56,cerrado,0,media
222,4629,1,1,Caso 222 asociado a motivo 1,2025-11-08 14:28:04,2025-11-11 20:28:04,cerrado,0,baja
223,11221,2,4,Caso 223 asociado a motivo 4,2026-02-24 16:47:58,2026-03-07 20:47:58,cerrado,1,baja
224,6589,3,9,Caso 224 asociado a motivo 9,2026-03-31 17:49:11,2026-04-08 19:49:11,cerrado,1,alta
225,16223,3,8,Caso 225 asociado a motivo 8,2026-01-30 09:05:36,2026-02-08 11:05:36,cerrado,1,baja
226,28431,2,5,Caso 226 asociado a motivo 5,2026-02-06 07:40:09,2026-02-26 07:40:09,cerrado,0,media
227,21205,1,2,Caso 227 asociado a motivo 2,2026-02-03 19:06:03,2026-02-16 02:06:03,cerrado,0,media
228,21653,1,3,Caso 228 asociado a motivo 3,2026-01-01 07:56:58,2026-01-17 08:56:58,cerrado,1,alta
229,17995,2,5,Caso 229 asociado a motivo 5,2025-11-30 10:24:55,2025-12-19 13:24:55,cerrado,1,media
230,14059,2,6,Caso 230 asociado a motivo 6,2026-01-28 05:01:39,,en_proceso,0,baja
231,25824,1,2,Caso 231 asociado a motivo 2,2025-10-22 16:34:13,2025-10-23 00:34:13,cerrado,1,baja
232,3644,5,14,Caso 232 asociado a motivo 14,2026-02-24 14:58:38,2026-02-24 22:58:38,cerrado,0,media
233,14339,5,15,Caso 233 asociado a motivo 15,2026-01-03 18:26:49,2026-01-19 05:26:49,cerrado,1,baja
234,9740,1,2,Caso 234 asociado a motivo 2,2026-02-18 10:03:22,,en_proceso,0,media
235,19776,3,8,Caso 235 asociado a motivo 8,2026-01-02 16:11:53,2026-01-12 21:11:53,cerrado,1,baja
236,13783,3,8,Caso 236 asociado a motivo 8,2025-11-24 08:23:00,2025-12-03 17:23:00,cerrado,0,alta
237,24570,2,6,Caso 237 asociado a motivo 6,2026-03-16 17:00:08,,en_proceso,0,alta
238,18165,1,3,Caso 238 asociado a motivo 3,2025-10-22 09:12:52,,en_proceso,0,alta
239,18137,5,13,Caso 239 asociado a motivo 13,2025-12-07 07:53:04,2025-12-21 09:53:04,cerrado,0,baja
240,28890,2,6,Caso 240 asociado a motivo 6,2025-11-06 11:53:09,,en_proceso,0,media
