id_producto_cliente,id_cliente,nombre_producto_servicio,categoria,fecha_adquisicion,estado_producto
46,28,streaming_bundle,adicional,2025-12-12,activo
47,28,plan_empresarial,empresa,2025-08-25,activo
48,28,soporte_premium,servicio,2024-06-30,activo
49,29,streaming_bundle,adicional,2025-11-22,activo
50,30,plan_movil,movil,2024-07-21,activo
51,30,streaming_bundle,adicional,2024-09-25,activo
52,31,plan_movil,movil,2024-08-23,activo
53,31,seguro_dispositivo,adicional,2024-07-10,activo
54,31,plan_empresarial,empresa,2025-01-19,activo
55,31,soporte_premium,servicio,2025-03-17,cancelado
56,32,television,hogar,2025-06-29,activo
57,33,plan_movil,movil,2026-01-28,activo
58,34,plan_movil,movil,2025-10-04,activo
59,34,streaming_bundle,adicional,2025-04-01,activo
60,35,plan_movil,movil,2025-07-20,activo
61,35,television,hogar,2024-09-16,activo
62,35,soporte_premium,servicio,2025-05-28,activo
63,36,plan_movil,movil,2026-02-21,activo
64,37,television,hogar,2026-03-27,activo
65,37,streaming_bundle,adicional,2024-06-18,activo
66,37,plan_movil,movil,2024-06-04,activo
67,37,soporte_premium,servicio,2024-08-29,activo
68,38,streaming_bundle,adicional,2025-05-05,activo
69,38,plan_empresarial,empresa,2025-08-23,activo
70,38,soporte_premium,servicio,2024-12-20,cancelado
71,38,internet_hogar,hogar,2025-07-13,activo
72,39,television,hogar,2025-09-05,activo
73,40,seguro_dispositivo,adicional,2025-12-22,cancelado
74,40,plan_movil,movil,2025-05-09,activo
75,40,streaming_bundle,adicional,2024-08-16,activo
76,41,internet_hogar,hogar,2024-06-20,activo
77,41,television,hogar,2024-09-24,activo
78,42,plan_movil,movil,2025-02-09,activo
79,43,plan_movil,movil,2026-04-04,activo
80,43,streaming_bundle,adicional,2026-03-31,activo
81,44,streaming_bundle,adicional,2024-10-01,activo
82,45,television,hogar,2024-08-08,activo
83,46,streaming_bundle,adicional,2025-04-14,cancelado
84,47,plan_empresarial,empresa,2025-03-25,cancelado
85,48,plan_movil,movil,2025-07-14,activo
86,48,streaming_bundle,adicional,2024-09-14,activo
87,48,television,hogar,2025-06-09,activo
88,49,seguro_dispositivo,adicional,2026-01-12,activo
89,49,soporte_premium,servicio,2024-10-02,activo
90,50,streaming_bundle,adicional,2025-07-10,activo
91,51,television,hogar,2026-03-20,activo
92,51,plan_movil,movil,2025-07-19,activo
93,51,internet_hogar,hogar,2025-09-18,activo
94,52,soporte_premium,servicio,2025-05-28,activo
95,53,internet_hogar,hogar,2025-12-09,activo
96,54,plan_empresarial,empresa,2025-10-30,activo
97,54,television,hogar,2026-02-15,activo
98,54,soporte_premium,servicio,2024-06-22,activo
99,55,internet_hogar,hogar,2026-04-03,activo
100,56,television,hogar,2024-10-15,activo
101,56,streaming_bundle,adicional,2024-09-15,activo
102,57,plan_empresarial,empresa,2024-06-18,activo
103,58,seguro_dispositivo,adicional,2024-09-11,activo
104,59,soporte_premium,servicio,2026-03-12,activo
105,60,television,hogar,2026-03-07,activo
106,61,seguro_dispositivo,adicional,2024-09-06,activo
107,62,plan_empresarial,empresa,2024-10-18,activo
108,63,plan_movil,movil,2024-08-22,activo
109,63,soporte_premium,servicio,2026-03-04,activo
110,64,streaming_bundle,adicional,2024-11-01,activo
111,64,plan_movil,movil,2024-11-04,activo
112,64,television,hogar,2025-08-13,activo
113,64,internet_hogar,hogar,2025-08-17,activo
114,65,television,hogar,2024-07-31,activo
115,66,plan_empresarial,empresa,2025-06-09,cancelado
116,66,plan_movil,movil,2024-06-03,suspendido
117,66,streaming_bundle,adicional,2024-07-07,activo
118,67,television,hogar,2025-11-13,activo
119,68,streaming_bundle,adicional,2025-12-03,activo
120,69,television,hogar,2025-04-21,activo
121,69,internet_hogar,hogar,2025-01-11,activo
122,70,internet_hogar,hogar,2026-04-06,activo
123,71,plan_empresarial,empresa,2025-04-14,activo
124,72,seguro_dispositivo,adicional,2025-05-23,activo
125,73,seguro_dispositivo,adicional,2026-04-06,activo
126,73,streaming_bundle,adicional,2024-07-23,activo
127,74,television,hogar,2026-04-01,activo
128,75,television,hogar,2025-01-21,suspendido
129,75,streaming_bundle,adicional,2025-06-07,activo
130,75,internet_hogar,hogar,2026-03-11,activo
131,76,streaming_bundle,adicional,2025-07-30,suspendido
132,77,seguro_dispositivo,adicional,2025-12-10,activo
133,78,television,hogar,2024-12-27,suspendido
134,78,plan_movil,movil,2024-07-18,cancelado
135,78,streaming_bundle,adicional,2024-08-19,activo
136,79,streaming_bundle,adicional,2025-12-16,activo
137,79,internet_hogar,hogar,2025-08-09,suspendido
138,80,streaming_bundle,adicional,2024-12-23,activo
139,81,soporte_premium,servicio,2024-09-16,activo
140,81,television,hogar,2025-11-05,activo
141,82,streaming_bundle,adicional,2025-12-16,activo
142,82,plan_movil,movil,2026-01-22,activo
143,83,internet_hogar,hogar,2025-01-09,activo
144,83,seguro_dispositivo,adicional,2025-07-17,activo
145,84,streaming_bundle,adicional,2026-02-04,activo
146,84,seguro_dispositivo,adicional,2025-09-12,activo
147,85,streaming_bundle,adicional,2024-10-01,activo
148,85,soporte_premium,servicio,2025-12-26,activo
149,85,television,hogar,2025-10-09,activo
150,86,seguro_dispositivo,adicional,2024-11-15,activo
151,86,television,hogar,2024-10-14,suspendido
152,87,seguro_dispositivo,adicional,2025-04-28,cancelado
153,87,television,hogar,2025-08-04,suspendido
154,87,streaming_bundle,adicional,2025-04-16,activo
155,88,internet_hogar,hogar,2025-03-23,cancelado
156,89,internet_hogar,hogar,2024-06-08,activo
157,90,television,hogar,2024-12-05,cancelado
158,91,plan_movil,movil,2024-07-24,activo
159,92,seguro_dispositivo,adicional,2025-12-18,cancelado
160,92,streaming_bundle,adicional,2025-05-17,activo
161,93,plan_movil,movil,2025-01-12,activo
162,94,seguro_dispositivo,adicional,2026-02-02,activo
163,95,streaming_bundle,adicional,2025-07-31,activo
164,96,streaming_bundle,adicional,2025-04-22,activo
165,96,internet_hogar,hogar,2025-03-14,activo
166,97,plan_movil,movil,2025-01-02,activo
167,97,soporte_premium,servicio,2026-03-09,activo
168,98,plan_movil,movil,2024-08-03,activo
169,98,internet_hogar,hogar,2024-08-26,activo
170,99,plan_empresarial,empresa,2025-08-05,activo
171,99,internet_hogar,hogar,2024-09-11,activo
172,99,soporte_premium,servicio,2025-07-22,activo
173,99,plan_movil,movil,2025-03-03,activo
174,100,streaming_bundle,adicional,2025-09-29,activo
175,101,plan_empresarial,empresa,2025-09-16,activo
176,101,streaming_bundle,adicional,2026-01-10,activo
177,102,plan_empresarial,empresa,2025-09-24,suspendido
178,103,streaming_bundle,adicional,2024-06-03,suspendido
179,104,plan_movil,movil,2025-03-23,activo
180,105,internet_hogar,hogar,2025-07-27,activo
181,106,internet_hogar,hogar,2024-11-04,activo
182,107,internet_hogar,hogar,2024-10-21,activo
183,107,streaming_bundle,adicional,2026-04-04,cancelado
184,108,internet_hogar,hogar,2024-10-30,suspendido
185,109,plan_empresarial,empresa,2025-01-22,activo
186,110,plan_movil,movil,2025-01-06,activo
187,110,streaming_bundle,adicional,2025-12-16,activo
188,110,internet_hogar,hogar,2025-03-06,activo
189,111,plan_movil,movil,2025-12-09,activo
190,111,television,hogar,2024-11-11,cancelado
191,111,plan_empresarial,empresa,2024-12-14,activo
192,112,internet_hogar,hogar,2025-11-05,suspendido
193,113,seguro_dispositivo,adicional,2025-08-30,activo
194,114,plan_empresarial,empresa,2025-06-29,activo
195,115,soporte_premium,servicio,2025-07-18,activo
196,116,internet_hogar,hogar,2025-08-10,activo
197,117,internet_hogar,hogar,2025-12-21,activo
198,118,seguro_dispositivo,adicional,2025-03-25,activo
199,119,soporte_premium,servicio,2025-10-26,activo
200,120,soporte_premium,servicio,2025-10-07,activo
201,120,television,hogar,2025-11-13,activo
202,120,internet_hogar,hogar,2024-09-11,activo
203,121,internet_hogar,hogar,2026-01-13,activo
204,122,plan_movil,movil,2025-10-11,activo
205,123,plan_movil,movil,2025-12-29,cancelado
206,123,plan_empresarial,empresa,2026-01-09,activo
207,124,streaming_bundle,adicional,2024-11-04,suspendido
208,125,soporte_premium,servicio,2026-01-23,cancelado
209,126,plan_movil,movil,2024-07-10,cancelado
210,127,internet_hogar,hogar,2026-04-05,activo
211,128,plan_movil,movil,2025-05-14,activo
212,129,soporte_premium,servicio,2024-12-02,activo
213,129,plan_empresarial,empresa,2025-12-14,suspendido
214,130,soporte_premium,servicio,2025-06-17,activo
215,130,television,hogar,2025-11-08,activo
216,131,internet_hogar,hogar,2025-01-03,activo
217,132,television,hogar,2024-12-13,activo
218,132,soporte_premium,servicio,2024-10-28,activo
219,133,soporte_premium,servicio,2025-12-14,activo
220,134,plan_movil,movil,2025-10-13,activo
221,135,internet_hogar,hogar,2024-09-08,activo
222,135,television,hogar,2024-10-04,activo
223,136,plan_movil,movil,2025-03-18,activo
224,137,internet_hogar,hogar,2025-02-05,activo
225,137,soporte_premium,servicio,2025-06-09,activo
226,138,seguro_dispositivo,adicional,2025-07-19,activo
227,139,seguro_dispositivo,adicional,2024-09-12,activo
228,140,seguro_dispositivo,adicional,2025-11-18,activo
229,140,streaming_bundle,adicional,2025-05-17,activo
230,140,plan_empresarial,empresa,2026-04-09,activo
231,141,plan_movil,movil,2025-11-25,suspendido
232,141,soporte_premium,servicio,2025-04-09,activo
233,142,soporte_premium,servicio,2025-09-29,activo
234,143,plan_empresarial,empresa,2025-03-18,activo
235,144,streaming_bundle,adicional,2025-03-31,suspendido
236,145,internet_hogar,hogar,2025-02-19,activo
237,146,television,hogar,2026-03-24,activo
238,147,plan_empresarial,empresa,2025-10-09,activo
239,148,plan_empresarial,empresa,2026-03-10,activo
240,148,seguro_dispositivo,adicional,2025-01-11,activo
241,148,plan_movil,movil,2025-12-15,activo
242,148,soporte_premium,servicio,2024-07-27,activo
243,149,seguro_dispositivo,adicional,2026-04-06,activo
244,150,plan_empresarial,empresa,2025-02-05,activo
245,151,internet_hogar,hogar,2024-10-28,activo
246,152,soporte_premium,servicio,2026-01-21,activo
247,152,internet_hogar,hogar,2025-11-05,activo
248,153,soporte_premium,servicio,2025-05-25,activo
249,154,streaming_bundle,adicional,2024-08-31,activo
250,154,plan_empresarial,empresa,2024-09-12,activo
251,154,plan_movil,movil,2024-09-18,activo
252,155,seguro_dispositivo,adicional,2024-08-05,suspendido
253,155,plan_empresarial,empresa,2024-09-25,activo
254,156,plan_movil,movil,2024-11-10,activo
255,156,seguro_dispositivo,adicional,2025-12-07,activo
256,157,streaming_bundle,adicional,2025-06-19,activo
257,157,plan_empresarial,empresa,2024-09-29,activo
258,157,television,hogar,2024-08-03,activo
259,158,television,hogar,2025-01-22,activo
260,159,internet_hogar,hogar,2025-03-16,activo
261,160,plan_movil,movil,2025-09-09,activo
262,161,seguro_dispositivo,adicional,2025-07-24,activo
263,162,internet_hogar,hogar,2025-02-12,activo
264,163,soporte_premium,servicio,2026-03-08,activo
265,163,plan_empresarial,empresa,2025-03-27,activo
266,164,plan_empresarial,empresa,2025-08-21,cancelado
267,164,internet_hogar,hogar,2025-12-03,activo
268,164,soporte_premium,servicio,2025-09-28,activo
269,165,plan_movil,movil,2025-05-30,activo
270,165,streaming_bundle,adicional,2024-10-06,activo
271,165,internet_hogar,hogar,2026-02-14,activo
272,165,seguro_dispositivo,adicional,2025-07-17,cancelado
273,166,soporte_premium,servicio,2024-12-04,activo
274,166,plan_movil,movil,2024-07-22,activo
275,166,streaming_bundle,adicional,2024-09-15,activo
276,166,seguro_dispositivo,adicional,2024-11-30,cancelado
277,167,seguro_dispositivo,adicional,2026-01-31,cancelado
278,168,internet_hogar,hogar,2025-05-19,activo
279,168,streaming_bundle,adicional,2025-11-05,activo
280,169,internet_hogar,hogar,2025-06-07,activo
281,170,plan_empresarial,empresa,2025-05-30,activo
282,170,soporte_premium,servicio,2026-03-29,activo
283,170,television,hogar,2025-04-22,activo
284,171,streaming_bundle,adicional,2025-10-08,activo
285,172,seguro_dispositivo,adicional,2025-12-04,suspendido
286,173,seguro_dispositivo,adicional,2025-11-24,activo
287,174,streaming_bundle,adicional,2025-11-23,activo
288,175,television,hogar,2024-07-01,cancelado
289,175,internet_hogar,hogar,2025-05-04,activo
290,176,soporte_premium,servicio,2026-01-02,activo
291,176,internet_hogar,hogar,2025-04-11,activo
292,176,seguro_dispositivo,adicional,2025-01-23,cancelado
293,177,internet_hogar,hogar,2026-04-07,activo
294,177,plan_movil,movil,2026-04-11,activo
295,178,plan_movil,movil,2025-11-20,activo
296,178,streaming_bundle,adicional,2025-11-04,suspendido
297,179,television,hogar,2024-07-08,activo
298,180,plan_empresarial,empresa,2024-12-22,activo
299,181,plan_empresarial,empresa,2026-03-22,activo
300,181,seguro_dispositivo,adicional,2024-06-17,suspendido
301,181,soporte_premium,servicio,2025-03-25,activo
302,182,internet_hogar,hogar,2025-10-19,activo
303,182,soporte_premium,servicio,2026-01-20,activo
304,183,plan_movil,movil,2024-10-31,activo
305,184,streaming_bundle,adicional,2024-09-22,activo
306,184,television,hogar,2024-10-23,activo
307,185,plan_empresarial,empresa,2024-10-21,activo
308,185,streaming_bundle,adicional,2024-09-06,activo
309,185,internet_hogar,hogar,2025-11-11,activo
310,186,streaming_bundle,adicional,2024-06-27,activo
311,187,plan_movil,movil,2025-01-13,activo
312,188,streaming_bundle,adicional,2026-03-20,activo
313,188,soporte_premium,servicio,2026-03-12,activo
314,189,television,hogar,2025-02-09,activo
315,189,internet_hogar,hogar,2024-10-28,activo
316,190,soporte_premium,servicio,2025-03-31,cancelado
317,191,streaming_bundle,adicional,2026-02-16,activo
318,192,plan_movil,movil,2026-03-31,activo
319,192,internet_hogar,hogar,2026-02-07,activo
320,193,television,hogar,2024-09-27,activo
321,194,seguro_dispositivo,adicional,2025-08-09,activo
322,195,plan_empresarial,empresa,2024-10-30,activo
323,196,soporte_premium,servicio,2024-08-25,suspendido
324,196,television,hogar,2025-05-10,activo
325,196,plan_empresarial,empresa,2025-01-06,suspendido
326,197,soporte_premium,servicio,2025-07-28,activo
327,197,seguro_dispositivo,adicional,2024-06-19,activo
328,198,television,hogar,2025-10-25,activo
329,199,plan_movil,movil,2025-02-04,activo
330,199,streaming_bundle,adicional,2026-01-31,activo
331,200,internet_hogar,hogar,2024-07-06,cancelado
332,200,seguro_dispositivo,adicional,2025-07-20,activo
333,201,plan_empresarial,empresa,2025-07-02,activo
334,201,television,hogar,2024-12-10,activo
335,201,streaming_bundle,adicional,2024-07-17,activo
336,202,internet_hogar,hogar,2025-01-30,activo
337,202,soporte_premium,servicio,2024-10-02,activo
338,203,plan_movil,movil,2026-01-01,activo
339,203,television,hogar,2025-11-13,activo
340,204,soporte_premium,servicio,2026-02-11,activo
341,204,internet_hogar,hogar,2025-01-19,activo
342,205,seguro_dispositivo,adicional,2024-12-13,suspendido
343,206,streaming_bundle,adicional,2024-11-29,cancelado
344,207,seguro_dispositivo,adicional,2024-10-25,cancelado
345,208,internet_hogar,hogar,2024-12-02,suspendido
346,209,plan_empresarial,empresa,2026-04-06,activo
347,209,streaming_bundle,adicional,2024-06-09,activo
348,210,soporte_premium,servicio,2025-03-13,activo
349,210,plan_empresarial,empresa,2024-07-13,activo
350,210,internet_hogar,hogar,2025-05-25,activo
351,211,plan_empresarial,empresa,2024-06-07,activo
352,212,seguro_dispositivo,adicional,2025-08-12,cancelado
353,212,television,hogar,2025-04-10,activo
354,213,television,hogar,2026-02-20,activo
355,214,television,hogar,2025-05-14,activo
356,214,streaming_bundle,adicional,2026-02-19,activo
357,214,seguro_dispositivo,adicional,2025-02-25,activo
358,214,plan_empresarial,empresa,2024-07-19,activo
359,215,plan_movil,movil,2025-12-10,activo
360,216,seguro_dispositivo,adicional,2025-11-08,activo
361,216,television,hogar,2025-04-29,activo
362,217,soporte_premium,servicio,2025-05-01,suspendido
363,217,television,hogar,2025-06-22,activo
364,218,plan_movil,movil,2026-01-04,activo
365,219,soporte_premium,servicio,2025-02-21,cancelado
366,220,plan_empresarial,empresa,2025-12-30,activo
367,220,plan_movil,movil,2025-03-18,activo
368,221,plan_movil,movil,2025-03-09,activo
369,222,seguro_dispositivo,adicional,2024-12-06,activo
370,222,television,hogar,2026-03-11,activo
371,223,soporte_premium,servicio,2024-12-06,activo
372,223,seguro_dispositivo,adicional,2025-08-31,activo
373,223,internet_hogar,hogar,2025-01-02,activo
374,224,television,hogar,2025-02-25,activo
375,224,plan_empresarial,empresa,2024-12-02,activo
376,225,television,hogar,2025-04-18,suspendido
377,225,internet_hogar,hogar,2026-03-25,activo
378,226,internet_hogar,hogar,2025-04-27,activo
379,227,soporte_premium,servicio,2025-08-06,activo
380,228,plan_empresarial,empresa,2025-01-29,activo
381,229,television,hogar,2025-05-20,activo
382,229,seguro_dispositivo,adicional,2025-01-03,activo
383,230,seguro_dispositivo,adicional,2024-08-15,activo
384,231,plan_movil,movil,2026-04-11,activo
385,231,plan_empresarial,empresa,2025-06-27,activo
386,232,streaming_bundle,adicional,2026-03-21,suspendido
387,233,television,hogar,2026-01-08,activo
388,234,plan_movil,movil,2026-02-02,suspendido
389,235,internet_hogar,hogar,2025-11-16,activo
390,235,television,hogar,2026-03-03,cancelado
391,235,soporte_premium,servicio,2025-12-02,activo
392,236,internet_hogar,hogar,2024-08-02,activo
393,236,streaming_bundle,adicional,2025-03-30,suspendido
394,237,television,hogar,2025-03-10,activo
395,238,seguro_dispositivo,adicional,2025-06-10,activo
396,239,plan_movil,movil,2024-07-06,cancelado
397,240,internet_hogar,hogar,2024-08-24,suspendido
398,240,television,hogar,2024-06-25,activo
399,240,plan_movil,movil,2025-08-19,activo
400,241,streaming_bundle,adicional,2025-08-18,activo
401,241,television,hogar,2025-01-11,activo
402,242,internet_hogar,hogar,2024-06-11,activo
403,243,plan_empresarial,empresa,2024-09-19,activo
404,244,television,hogar,2024-12-02,activo
405,245,plan_movil,movil,2026-02-24,cancelado
406,246,plan_empresarial,empresa,2024-08-11,cancelado
407,247,seguro_dispositivo,adicional,2024-10-31,suspendido
408,247,internet_hogar,hogar,2026-02-09,activo
409,248,streaming_bundle,adicional,2024-07-02,activo
410,249,seguro_dispositivo,adicional,2024-12-03,activo
411,249,plan_movil,movil,2024-08-11,activo
412,250,internet_hogar,hogar,2024-08-09,cancelado
413,251,plan_movil,movil,2025-07-30,activo
414,251,plan_empresarial,empresa,2025-07-04,cancelado
415,252,soporte_premium,servicio,2025-07-03,suspendido
416,253,television,hogar,2025-10-23,activo
417,253,streaming_bundle,adicional,2025-06-18,activo
418,253,internet_hogar,hogar,2024-07-03,activo
419,253,plan_movil,movil,2024-06-09,activo
420,254,plan_movil,movil,2025-01-25,activo
421,255,plan_empresarial,empresa,2025-05-31,activo
422,255,television,hogar,2025-12-20,activo
423,256,plan_empresarial,empresa,2025-12-08,cancelado
424,256,television,hogar,2026-03-14,activo
425,256,streaming_bundle,adicional,2024-08-21,activo
426,257,plan_movil,movil,2025-09-15,activo
427,257,streaming_bundle,adicional,2026-02-26,activo
428,258,streaming_bundle,adicional,2026-02-26,activo
429,259,plan_empresarial,empresa,2025-06-02,activo
430,259,internet_hogar,hogar,2025-10-21,activo
431,259,plan_movil,movil,2026-01-11,activo
432,260,seguro_dispositivo,adicional,2025-06-05,activo
433,260,plan_empresarial,empresa,2025-03-08,activo
434,260,internet_hogar,hogar,2025-11-04,activo
435,261,television,hogar,2024-08-19,activo
436,262,internet_hogar,hogar,2024-08-07,activo
437,262,television,hogar,2025-03-24,activo
438,263,internet_hogar,hogar,2025-12-20,suspendido
439,263,soporte_premium,servicio,2025-09-14,activo
440,264,television,hogar,2025-06-19,activo
441,265,plan_movil,movil,2025-02-09,suspendido
442,266,internet_hogar,hogar,2025-02-25,cancelado
443,267,plan_movil,movil,2024-09-30,activo
444,268,plan_movil,movil,2026-02-18,activo
445,268,soporte_premium,servicio,2025-07-23,activo
446,269,internet_hogar,hogar,2025-06-01,activo
447,269,plan_movil,movil,2024-06-16,cancelado
448,269,streaming_bundle,adicional,2025-04-17,activo
449,270,soporte_premium,servicio,2025-04-20,activo
450,270,internet_hogar,hogar,2025-06-12,activo
451,271,seguro_dispositivo,adicional,2025-08-29,activo
452,271,television,hogar,2025-09-16,activo
453,272,internet_hogar,hogar,2024-10-21,activo
454,272,plan_empresarial,empresa,2025-10-16,activo
455,272,television,hogar,2024-12-14,activo
456,273,plan_movil,movil,2025-02-18,suspendido
457,274,soporte_premium,servicio,2025-02-08,activo
458,274,plan_empresarial,empresa,2025-11-17,suspendido
459,275,soporte_premium,servicio,2024-10-30,activo
460,275,streaming_bundle,adicional,2025-07-17,suspendido
461,276,television,hogar,2025-07-01,activo
462,276,plan_movil,movil,2024-06-03,activo
463,277,streaming_bundle,adicional,2026-03-14,activo
464,278,soporte_premium,servicio,2024-06-27,activo
465,279,plan_empresarial,empresa,2025-01-04,suspendido
466,280,television,hogar,2024-07-17,activo
467,281,plan_empresarial,empresa,2025-05-18,activo
468,282,plan_movil,movil,2024-11-10,activo
469,282,soporte_premium,servicio,2025-01-11,cancelado
470,283,internet_hogar,hogar,2025-03-07,activo
471,283,seguro_dispositivo,adicional,2025-04-03,activo
472,284,television,hogar,2024-08-23,activo
473,284,internet_hogar,hogar,2024-10-15,activo
474,285,seguro_dispositivo,adicional,2025-07-07,activo
475,285,soporte_premium,servicio,2024-08-01,activo
476,286,television,hogar,2025-06-22,activo
477,286,internet_hogar,hogar,2024-08-10,activo
478,287,plan_movil,movil,2025-05-01,activo
479,288,plan_empresarial,empresa,2025-07-26,activo
480,288,streaming_bundle,adicional,2024-08-28,suspendido
481,288,soporte_premium,servicio,2024-11-24,activo
482,289,streaming_bundle,adicional,2024-07-20,activo
483,290,seguro_dispositivo,adicional,2026-01-04,activo
484,291,plan_movil,movil,2026-01-30,activo
485,292,plan_movil,movil,2026-03-07,activo
486,293,plan_movil,movil,2025-12-02,suspendido
487,293,plan_empresarial,empresa,2024-06-13,cancelado
488,293,seguro_dispositivo,adicional,2025-07-30,activo
489,294,television,hogar,2024-06-23,activo
490,294,seguro_dispositivo,adicional,2024-06-23,activo
491,295,television,hogar,2025-01-01,activo
492,295,streaming_bundle,adicional,2024-12-07,activo
493,296,plan_empresarial,empresa,2025-12-24,activo
494,297,internet_hogar,hogar,2025-08-03,suspendido
495,298,plan_empresarial,empresa,2024-09-11,activo
496,299,plan_empresarial,empresa,2026-04-10,activo
497,299,streaming_bundle,adicional,2024-08-23,activo
498,300,television,hogar,2024-07-28,suspendido
499,301,seguro_dispositivo,adicional,2024-09-02,activo
500,302,streaming_bundle,adicional,2025-04-08,cancelado
501,303,internet_hogar,hogar,2026-01-05,activo
502,304,plan_movil,movil,2024-09-27,activo
503,304,plan_empresarial,empresa,2024-08-29,activo
504,305,seguro_dispositivo,adicional,2026-02-02,activo
505,305,soporte_premium,servicio,2025-03-16,activo
506,306,plan_empresarial,empresa,2024-06-22,activo
507,306,plan_movil,movil,2026-01-04,activo
508,307,television,hogar,2025-10-28,activo
509,307,plan_empresarial,empresa,2025-12-06,activo
510,308,streaming_bundle,adicional,2024-12-11,activo
511,309,plan_movil,movil,2025-08-18,suspendido
512,310,seguro_dispositivo,adicional,2026-01-04,activo
513,310,internet_hogar,hogar,2025-04-20,activo
514,311,plan_movil,movil,2024-10-05,activo
515,312,soporte_premium,servicio,2026-02-03,activo
516,312,seguro_dispositivo,adicional,2025-05-26,activo
517,313,streaming_bundle,adicional,2024-06-01,activo
518,313,plan_movil,movil,2025-01-31,activo
519,314,soporte_premium,servicio,2025-08-08,activo
520,314,streaming_bundle,adicional,2025-03-25,activo
521,315,seguro_dispositivo,adicional,2025-11-03,activo
522,316,plan_movil,movil,2025-11-07,activo
523,316,soporte_premium,servicio,2025-12-29,suspendido
524,316,television,hogar,2024-12-29,activo
525,317,television,hogar,2025-01-04,activo
526,317,seguro_dispositivo,adicional,2024-09-15,activo
527,317,plan_empresarial,empresa,2024-12-07,activo
528,318,seguro_dispositivo,adicional,2024-06-30,suspendido
529,318,soporte_premium,servicio,2024-07-10,activo
530,319,streaming_bundle,adicional,2025-06-24,activo
531,320,soporte_premium,servicio,2026-03-26,cancelado
532,320,seguro_dispositivo,adicional,2026-02-19,activo
533,321,television,hogar,2024-06-08,activo
534,322,internet_hogar,hogar,2025-09-19,activo
535,322,streaming_bundle,adicional,2024-08-11,activo
536,323,seguro_dispositivo,adicional,2025-01-27,cancelado
537,323,plan_empresarial,empresa,2024-07-04,activo
538,324,streaming_bundle,adicional,2025-02-24,activo
539,325,streaming_bundle,adicional,2025-02-19,activo
540,325,soporte_premium,servicio,2024-07-13,activo
541,325,seguro_dispositivo,adicional,2025-02-09,cancelado
542,326,streaming_bundle,adicional,2025-10-15,activo
543,327,television,hogar,2025-12-29,activo
544,328,internet_hogar,hogar,2025-09-11,activo
545,328,soporte_premium,servicio,2025-08-02,activo
546,328,seguro_dispositivo,adicional,2025-06-18,activo
547,329,seguro_dispositivo,adicional,2025-04-08,activo
548,330,plan_empresarial,empresa,2025-04-14,activo
549,331,plan_movil,movil,2026-04-05,activo
550,331,seguro_dispositivo,adicional,2025-03-15,activo
551,331,plan_empresarial,empresa,2024-08-15,cancelado
552,332,plan_movil,movil,2025-05-02,activo
553,333,internet_hogar,hogar,2026-02-16,cancelado
554,334,television,hogar,2025-03-11,activo
555,335,plan_movil,movil,2025-11-18,suspendido
556,336,internet_hogar,hogar,2026-03-04,activo
557,336,soporte_premium,servicio,2026-02-21,activo
