id_encuesta,id_llamada,id_cliente,calificacion,comentario,fecha_encuesta
36,25566,22634,3,Buena atencion,2026-01-12 01:11:39
37,3971,24273,3,,2025-11-05 02:24:40
38,27739,3246,5,Muy buena experiencia,2025-11-29 14:30:38
39,65553,25072,4,,2025-10-17 07:02:14
40,46685,26111,2,Atencion rapida,2026-03-29 00:51:41
41,85755,8625,3,Buena atencion,2025-10-23 19:46:52
42,95545,18100,4,Quedo pendiente,2025-12-25 14:17:16
43,74599,10015,3,,2026-04-09 10:39:00
44,23803,16136,3,,2026-02-12 14:04:29
45,57765,25180,5,Caso resuelto,2025-12-14 04:43:46
46,50462,20369,2,Esperaba mas,2025-11-29 03:59:53
47,14946,25492,4,,2026-03-08 19:36:31
48,112543,4450,3,Esperaba mas,2025-11-15 14:38:39
49,18224,10149,3,Muy buena experiencia,2026-03-14 19:42:54
50,31873,14812,4,Atencion rapida,2026-01-20 08:25:32
51,115045,15085,4,Buena atencion,2026-03-09 03:37:57
52,92527,19671,4,,2026-02-05 18:35:01
53,66991,3369,4,Se requiere seguimiento,2026-02-03 07:08:41
54,59545,8965,2,No solucionaron del todo,2026-04-09 13:02:27
55,113634,15491,3,Atencion rapida,2026-03-05 19:31:20
56,14005,17409,3,,2025-11-26 17:57:09
57,114137,2537,3,,2025-11-15 10:24:07
58,90553,1743,4,Se requiere seguimiento,2026-01-04 05:49:13
59,121987,16977,2,Asesor amable,2026-01-17 01:39:59
60,31053,13010,4,,2025-11-08 16:24:49
61,80131,17411,5,Servicio regular,2026-01-17 17:01:21
62,77081,9761,4,,2025-11-29 14:22:45
63,88586,4088,3,,2025-11-26 10:40:29
64,91849,10139,2,Proceso claro,2026-02-05 09:49:12
65,12711,20750,5,Atencion rapida,2025-12-30 06:04:40
66,58766,1833,3,Atencion rapida,2026-01-23 11:59:32
67,101501,9233,3,Atencion rapida,2025-11-25 03:47:52
68,121248,23796,2,Atencion rapida,2026-01-14 22:10:41
69,6226,26444,5,,2026-03-04 14:31:22
70,124259,16275,4,,2026-04-02 03:23:31
71,39837,11286,5,Atencion rapida,2026-03-31 10:15:09
72,122400,18883,4,,2025-11-04 18:29:26
73,69921,9848,3,,2026-03-10 23:49:56
74,44379,9170,2,Asesor amable,2026-02-15 16:31:54
75,70923,6436,5,Tiempo de espera alto,2025-10-17 06:54:49
76,111202,10503,5,Caso resuelto,2026-02-02 12:13:49
77,88735,22876,4,,2026-03-18 00:02:40
78,98181,2276,4,,2026-02-20 13:22:58
79,99393,20171,2,Atencion rapida,2026-03-21 03:11:43
80,56257,21541,3,,2026-01-17 05:51:21
81,116377,29734,4,,2026-01-31 09:30:00
82,119630,14055,4,,2025-12-08 01:06:34
83,48509,11517,3,Servicio regular,2026-04-07 10:02:40
84,32159,5882,4,Se requiere seguimiento,2026-01-26 18:50:15
85,77249,6704,1,,2026-03-23 02:04:15
86,107219,25238,4,,2025-11-13 10:17:27
87,56439,5579,5,Quedo pendiente,2026-01-02 01:56:22
88,106218,23504,3,,2025-11-07 02:29:21
89,26115,14919,2,,2025-10-26 10:23:38
90,36538,5369,3,Asesor amable,2026-01-02 03:27:20
91,85859,1168,5,,2025-10-16 04:49:45
92,115450,7981,4,Servicio regular,2026-02-06 14:35:55
93,14107,23235,3,No solucionaron del todo,2025-10-16 09:39:45
94,57708,24072,3,Proceso claro,2026-01-10 15:55:32
95,96721,25201,3,Esperaba mas,2025-11-08 21:43:49
96,114761,366,4,,2025-12-26 22:15:21
97,124539,17565,3,,2025-12-12 10:02:01
98,10909,12367,4,,2026-02-27 15:28:33
99,42342,28538,3,Servicio regular,2025-11-17 15:36:14
100,15472,27454,2,Quedo pendiente,2026-02-14 16:19:12
101,36941,18341,2,,2026-01-29 18:52:27
102,29403,29796,5,No solucionaron del todo,2025-12-16 14:52:43
103,97218,15315,4,Servicio regular,2025-12-03 21:06:13
104,74584,17361,4,,2026-02-03 22:51:25
105,25004,29614,3,Atencion rapida,2026-01-25 20:11:11
106,14265,14709,5,Tiempo de espera alto,2025-11-04 20:56:04
107,62000,25211,3,Quedo pendiente,2025-10-17 16:53:39
108,79116,27425,4,,2026-03-15 09:43:30
109,69546,10601,4,Servicio regular,2026-03-02 02:12:47
110,70351,22342,2,,2026-01-15 10:09:37
111,107671,24292,4,,2026-03-12 00:34:27
112,43321,12483,4,,2026-01-06 15:05:15
113,7726,6178,1,,2025-12-15 14:32:37
114,74307,7072,4,,2026-03-07 01:51:23
115,111292,292,2,Se requiere seguimiento,2026-02-24 04:27:19
116,27538,10812,5,Servicio regular,2026-02-01 23:23:37
117,125079,635,4,,2025-11-06 17:41:13
118,40098,24341,4,Esperaba mas,2026-04-03 18:48:04
119,21366,1667,4,Quedo pendiente,2025-11-08 04:08:16
120,114350,9670,4,Se requiere seguimiento,2026-03-23 18:09:18
121,22505,12142,3,Proceso claro,2025-11-27 19:20:55
122,48463,10781,5,Esperaba mas,2025-12-10 19:31:51
123,7610,13316,5,Esperaba mas,2026-04-07 23:11:58
124,93811,5608,4,Proceso claro,2025-12-24 21:58:06
125,103925,25136,5,,2025-12-03 08:20:47
126,114602,9421,3,No solucionaron del todo,2026-01-22 11:26:59
127,9095,24733,3,,2026-02-03 23:40:55
128,116418,616,5,Proceso claro,2025-11-29 11:58:00
129,100628,28884,5,,2025-10-16 12:15:40
130,1653,11934,4,,2025-11-07 03:33:23
131,76769,27513,3,,2026-01-14 11:37:13
132,122682,6574,5,Muy buena experiencia,2026-03-21 04:01:46
133,66172,23665,4,Quedo pendiente,2026-01-02 04:10:00
134,95492,5566,2,Esperaba mas,2026-02-03 17:10:28
135,5271,7938,2,Caso resuelto,2026-04-04 13:08:57
136,79652,26951,4,Servicio regular,2026-02-13 16:25:01
137,28116,5026,3,Tiempo de espera alto,2025-12-30 06:52:45
138,65464,7598,4,Proceso claro,2025-12-07 02:07:40
139,103733,24978,3,Se requiere seguimiento,2026-03-12 00:19:05
140,14415,12428,3,Buena atencion,2026-03-01 06:30:32
141,121775,15985,2,Caso resuelto,2026-02-24 01:25:42
142,54718,26913,3,,2026-02-22 11:50:43
143,66709,9867,4,Atencion rapida,2025-10-21 13:35:34
144,47141,4076,4,Proceso claro,2025-10-28 19:57:24
145,91845,5233,3,No solucionaron del todo,2026-04-02 13:50:48
146,116474,25382,2,Proceso claro,2026-02-22 16:00:47
147,65098,13611,2,Muy buena experiencia,2026-03-12 22:55:25
148,51445,11473,3,Asesor amable,2026-03-19 18:04:09
149,78245,12160,5,Caso resuelto,2025-11-22 13:00:57
150,100259,20851,2,Caso resuelto,2025-12-08 03:46:05
151,92551,2462,2,Asesor amable,2025-12-05 14:46:39
152,43893,3780,4,,2026-01-28 16:15:22
153,14628,11188,4,Muy buena experiencia,2025-10-24 12:52:05
154,98392,11493,4,Asesor amable,2026-02-13 06:14:16
155,56291,1570,1,,2026-01-20 14:23:38
156,65345,25637,5,Muy buena experiencia,2025-11-27 01:07:39
157,85962,27629,5,Asesor amable,2025-11-30 01:36:41
158,92562,14812,4,Esperaba mas,2025-12-30 14:25:42
159,97529,23797,4,Proceso claro,2025-10-31 11:03:07
160,51077,28985,3,,2025-11-16 16:15:44
161,124743,16654,4,,2025-12-09 02:35:21
162,62474,10122,4,,2026-03-30 16:51:47
163,103577,28859,3,,2026-02-19 16:33:04
164,122974,22912,2,Caso resuelto,2025-11-26 08:21:17
165,28182,22102,5,,2026-04-11 09:38:08
166,18050,14388,5,,2025-11-25 16:41:57
167,107964,22950,4,Asesor amable,2025-12-19 17:21:28
168,72598,5721,4,,2026-02-13 10:43:12
169,104995,2738,4,,2026-02-12 14:19:22
170,43930,20307,3,,2026-01-31 11:14:15
171,40372,9906,2,Proceso claro,2025-11-13 05:07:47
172,53907,3878,4,Esperaba mas,2026-05-05 18:51:12
173,105665,24987,4,,2025-12-04 08:16:12
174,87111,22017,3,Buena atencion,2026-04-10 00:38:51
175,58758,17144,5,,2025-12-10 23:06:14
176,69277,2793,4,Proceso claro,2025-12-24 07:09:55
177,40929,5321,3,,2026-03-30 13:30:59
178,16190,20163,3,Se requiere seguimiento,2026-02-16 13:52:07
179,71202,9436,5,Asesor amable,2026-01-11 22:04:40
180,13169,25503,3,,2026-01-03 05:05:57
181,84305,28163,5,,2025-11-11 08:12:43
182,108912,9260,4,No solucionaron del todo,2026-01-09 09:50:34
183,55809,14485,2,Tiempo de espera alto,2025-11-20 22:00:37
184,65377,17496,4,Asesor amable,2025-10-29 07:27:19
185,110241,11768,5,Se requiere seguimiento,2025-11-17 07:55:11
186,67850,28935,5,,2025-12-18 04:38:54
187,96960,9006,3,Buena atencion,2026-02-05 04:52:16
188,58876,16622,4,Atencion rapida,2026-01-30 20:42:37
189,59236,3622,3,Tiempo de espera alto,2026-03-06 23:58:22
190,8061,14469,3,No solucionaron del todo,2025-12-12 22:32:40
191,77884,169,4,,2025-11-06 04:59:27
192,88064,24965,3,Servicio regular,2026-04-11 15:41:02
193,43789,16741,3,Asesor amable,2025-11-29 13:30:55
194,40810,630,3,Quedo pendiente,2025-12-19 09:33:28
195,109172,19208,5,Muy buena experiencia,2026-01-08 01:37:45
196,113598,15949,4,Asesor amable,2026-02-25 12:42:26
197,14804,22153,3,No solucionaron del todo,2026-04-04 04:48:17
198,69433,2332,3,,2025-12-20 12:28:35
199,89506,16024,2,,2026-02-06 21:09:57
200,84504,7096,2,Muy buena experiencia,2026-01-17 15:04:52
201,98367,9028,4,,2025-11-29 22:04:22
202,61359,21069,4,Servicio regular,2025-10-16 11:08:21
203,41840,25318,4,Asesor amable,2026-04-03 13:33:02
204,78265,21982,4,,2026-04-10 01:23:25
205,115777,13489,5,Tiempo de espera alto,2025-10-29 11:23:56
206,93864,2676,4,Asesor amable,2025-12-05 15:52:57
207,70330,20474,4,Tiempo de espera alto,2026-03-03 17:17:48
208,50128,13803,2,,2025-10-23 19:23:16
209,61395,4233,2,No solucionaron del todo,2026-02-27 22:32:10
210,54553,11427,3,,2025-12-30 04:09:43
211,55878,8194,3,Proceso claro,2025-11-25 02:51:14
212,3132,13748,2,Caso resuelto,2026-03-10 05:14:33
213,21150,29285,4,Asesor amable,2026-03-09 21:26:17
214,64095,15040,2,Caso resuelto,2025-12-11 05:51:15
215,107331,10994,2,No solucionaron del todo,2025-11-02 16:14:29
216,114281,18572,2,Servicio regular,2026-01-25 16:41:54
217,111495,4770,4,Muy buena experiencia,2026-02-19 04:04:51
218,104074,14888,4,,2026-03-26 15:21:27
219,92733,2586,3,Atencion rapida,2025-10-18 05:08:25
220,111528,18408,3,,2026-01-01 17:04:44
221,54281,11841,2,,2025-12-23 11:35:18
222,48028,10461,5,,2025-12-27 13:26:58
223,47846,26861,4,Asesor amable,2026-03-22 02:12:35
224,72932,20879,4,Quedo pendiente,2025-11-09 05:45:06
225,71223,13546,3,Caso resuelto,2025-12-05 16:10:46
226,95512,19310,4,Asesor amable,2025-12-27 06:38:27
227,4837,4440,5,Proceso claro,2026-01-07 09:53:09
228,32315,22369,4,Caso resuelto,2025-11-12 07:28:36
229,120555,10177,4,Se requiere seguimiento,2025-11-01 07:00:09
230,80517,15794,3,,2025-10-15 13:09:44
231,115889,4450,3,,2026-01-26 02:04:16
232,71425,28847,4,Quedo pendiente,2026-03-14 14:57:10
233,27165,25066,4,Buena atencion,2025-12-07 22:41:56
234,19873,13605,3,Buena atencion,2026-03-29 23:25:05
235,73501,19713,5,,2026-03-07 15:15:48
236,69182,17227,3,,2026-02-27 18:47:21
237,59742,22436,4,,2025-10-20 02:39:31
238,66658,9835,3,Caso resuelto,2025-10-24 08:43:45
239,98435,14466,4,,2025-12-20 10:46:35
240,59161,29074,4,Se requiere seguimiento,2026-03-29 02:25:13
241,97846,29688,3,Atencion rapida,2026-03-26 16:44:33
242,40899,29220,4,Buena atencion,2026-01-02 09:47:06
243,41992,29218,5,,2026-03-26 04:58:09
244,54687,22085,3,Asesor amable,2025-11-06 18:36:40
245,54815,22739,3,Caso resuelto,2026-02-13 15:19:48
246,104249,1102,5,Tiempo de espera alto,2025-12-16 21:50:34
247,88792,11990,5,Quedo pendiente,2026-03-20 20:32:55
248,118584,21718,4,Atencion rapida,2025-11-21 08:30:11
249,64167,24287,5,No solucionaron del todo,2025-11-14 06:01:50
250,73023,21601,3,,2025-10-22 03:53:25
251,76554,2488,4,Atencion rapida,2026-01-26 19:42:27
252,114994,25134,5,Caso resuelto,2025-12-07 01:19:07
253,95824,26624,5,,2025-10-16 11:41:57
254,53765,14115,2,Buena atencion,2025-11-06 22:23:47
255,36545,882,3,Asesor amable,2025-10-24 20:51:35
256,114352,12750,4,Quedo pendiente,2026-02-23 18:49:28
257,83899,16933,4,Asesor amable,2025-11-16 09:08:58
258,37175,17243,4,,2026-01-04 07:01:23
259,101324,24336,3,,2026-03-01 07:53:12
260,26151,10385,4,No solucionaron del todo,2026-01-07 03:23:56
261,85769,12280,4,Proceso claro,2026-03-09 17:50:19
262,53025,28981,3,Proceso claro,2026-02-06 21:26:41
263,8336,2844,4,Atencion rapida,2026-01-16 11:28:30
264,98234,13526,3,Se requiere seguimiento,2026-02-18 09:02:54
265,104076,7928,2,,2025-12-19 22:36:13
266,110458,9714,2,No solucionaron del todo,2026-02-14 12:38:43
267,41160,8156,4,,2026-01-15 02:23:24
268,47315,29916,3,Buena atencion,2025-11-12 15:09:11
269,54424,3697,3,,2025-11-22 08:00:21
270,16293,28300,3,,2025-11-20 03:35:06
271,82554,14345,2,,2025-10-30 06:12:01
272,87458,9044,4,Atencion rapida,2026-02-02 02:04:24
273,121283,23153,4,Esperaba mas,2026-02-17 03:08:28
274,110540,23581,4,Se requiere seguimiento,2026-02-14 21:53:45
275,37909,23054,2,Servicio regular,2026-01-05 11:06:28
276,99024,12274,5,Asesor amable,2025-11-13 09:18:28
277,111467,11936,4,Tiempo de espera alto,2025-10-26 16:00:08
278,62676,26355,4,,2026-03-14 06:54:34
279,41607,19773,2,No solucionaron del todo,2025-11-01 02:03:23
280,30841,21475,4,No solucionaron del todo,2025-12-25 09:35:04
281,103740,14716,4,,2026-01-31 23:02:29
282,69787,27572,3,Quedo pendiente,2026-03-05 03:11:48
283,34715,3620,3,Proceso claro,2026-02-04 22:17:43
284,528,8419,4,Servicio regular,2026-04-27 18:47:10
285,52696,27789,4,,2025-12-02 09:13:44
286,67170,7817,3,Esperaba mas,2025-12-09 08:33:27
287,6824,21398,3,,2026-02-02 20:34:30
288,65789,27600,3,Buena atencion,2026-03-24 08:33:14
289,115747,8982,4,Servicio regular,2026-02-19 21:48:33
290,57580,10905,4,,2026-02-05 00:41:17
291,66344,16383,3,,2026-02-08 07:46:29
292,8505,3026,4,Esperaba mas,2026-04-15 19:08:24
293,31946,4375,4,,2026-03-20 12:18:54
294,77618,3742,4,Quedo pendiente,2025-11-29 02:33:14
295,88642,247,3,Muy buena experiencia,2025-11-02 20:57:23
296,18091,1747,4,,2026-01-28 01:18:48
297,31900,16815,4,,2026-04-08 04:51:46
298,99950,22565,3,Asesor amable,2025-12-28 09:33:43
299,20156,21185,5,Esperaba mas,2025-11-07 07:21:14
300,105832,5506,3,Muy buena experiencia,2026-03-29 01:03:19
301,50538,12362,2,No solucionaron del todo,2025-11-13 02:47:14
302,93556,18563,3,,2026-01-29 05:19:42
303,93344,21118,3,Caso resuelto,2026-02-16 11:30:55
304,55680,26860,3,Buena atencion,2025-12-23 13:59:50
305,60779,8633,4,Quedo pendiente,2025-10-24 15:20:51
306,93886,14768,4,Se requiere seguimiento,2026-01-22 04:53:34
307,84986,29380,3,Caso resuelto,2025-10-20 06:33:46
308,57200,10278,3,Se requiere seguimiento,2026-02-21 05:27:33
309,67133,8024,3,Proceso claro,2025-12-13 11:56:34
310,59423,24458,4,,2026-04-10 08:53:17
311,59857,2291,3,Buena atencion,2025-10-23 15:33:43
312,95694,11248,4,,2025-10-19 09:19:23
313,78874,11575,3,,2025-11-25 05:56:37
314,101777,2562,3,Asesor amable,2026-01-15 07:08:49
315,45786,12502,5,,2026-02-10 13:05:10
316,121988,24411,4,Muy buena experiencia,2025-12-06 09:55:49
317,103258,6736,4,,2025-12-19 23:55:18
318,31469,2068,3,Proceso claro,2025-12-10 13:55:15
319,37440,13567,2,Buena atencion,2026-01-30 14:41:17
320,52164,25156,3,,2026-03-23 08:55:42
321,40943,7571,4,Buena atencion,2025-11-22 15:58:35
322,70912,7793,3,,2025-10-13 21:14:02
323,112802,21409,4,Se requiere seguimiento,2026-01-29 10:04:20
324,104396,24494,4,,2025-12-11 21:05:19
325,75145,10885,2,,2025-11-14 15:11:06
326,86137,13997,2,Proceso claro,2025-10-27 23:23:21
327,108466,18995,3,,2026-01-27 15:39:39
328,51097,16367,3,,2026-01-17 21:25:33
329,32745,27983,4,,2025-11-10 21:19:27
330,109090,12358,4,Atencion rapida,2026-04-03 00:37:33
331,125668,573,3,Servicio regular,2026-01-04 01:50:40
332,32090,11582,3,,2026-01-13 08:00:51
333,95403,4817,4,Tiempo de espera alto,2026-04-04 20:44:20
334,114500,27529,3,Buena atencion,2025-11-21 16:51:09
335,3551,7748,3,,2026-04-12 13:02:21
336,55590,364,3,,2025-12-06 18:39:29
337,86169,12058,2,Atencion rapida,2025-11-04 21:30:31
338,119695,17030,5,,2025-12-23 00:02:54
339,46847,9198,3,Buena atencion,2025-12-09 23:11:56
340,20902,1512,2,Servicio regular,2025-11-07 12:26:54
341,70022,968,4,Quedo pendiente,2026-03-21 12:36:30
342,62810,2756,4,Quedo pendiente,2025-12-10 20:01:07
343,22787,17238,3,,2026-02-25 01:06:10
344,93856,539,2,Se requiere seguimiento,2026-04-09 00:30:30
345,22262,29162,5,Asesor amable,2025-12-03 13:59:49
346,113207,4630,3,Atencion rapida,2026-01-18 06:09:09
347,112883,6312,5,Atencion rapida,2026-01-17 23:47:43
348,3979,5720,2,Quedo pendiente,2026-04-11 18:02:33
349,27927,16835,4,,2025-11-15 19:35:14
350,125515,11210,3,Asesor amable,2025-12-21 00:27:38
351,58932,6008,3,Muy buena experiencia,2026-02-08 15:13:11
352,92975,20644,4,Se requiere seguimiento,2026-03-27 04:20:41
353,115925,12078,3,,2026-03-06 10:29:14
354,111030,12175,4,Esperaba mas,2026-02-06 15:28:48
355,6975,5212,4,Tiempo de espera alto,2025-12-12 02:44:35
356,42903,2218,5,Asesor amable,2026-02-13 08:03:27
357,69582,7517,3,Muy buena experiencia,2025-11-14 15:38:22
358,83000,1171,5,Atencion rapida,2025-10-30 22:02:07
359,82353,3864,3,Esperaba mas,2025-10-15 13:41:09
360,2,11825,4,Caso resuelto,2025-11-19 05:58:58
361,60502,11260,5,Buena atencion,2026-04-12 03:45:58
362,14361,1914,3,,2026-02-13 13:26:36
363,123930,26155,3,Servicio regular,2025-10-25 11:08:59
364,37631,24805,5,Muy buena experiencia,2025-12-04 03:04:01
365,83186,13952,2,Quedo pendiente,2025-10-23 21:11:57
366,36056,5001,3,Proceso claro,2026-03-31 03:42:02
367,92097,3409,5,,2026-03-18 18:37:16
368,26344,11718,3,,2025-12-02 08:56:54
369,103158,5445,3,Esperaba mas,2025-11-28 06:46:19
370,113101,1261,5,Proceso claro,2025-12-11 08:48:05
371,114098,22852,3,,2025-12-15 02:20:33
372,114152,13162,4,Buena atencion,2026-01-08 02:11:05
373,81932,24710,4,,2026-01-03 03:04:36
374,23807,25066,2,Atencion rapida,2025-11-19 01:35:13
375,103561,23011,3,Tiempo de espera alto,2026-01-06 12:30:33
376,43072,28668,3,,2026-02-20 03:36:54
377,91534,21216,3,,2025-11-18 18:37:31
378,47522,25683,2,Quedo pendiente,2026-01-17 21:30:25
379,86692,3947,4,,2026-01-24 09:18:27
380,20982,18398,4,Asesor amable,2026-02-21 22:09:01
381,92387,27332,3,Atencion rapida,2026-03-05 10:45:51
382,32717,27985,4,,2026-04-04 19:48:25
383,51806,24016,4,Atencion rapida,2026-01-25 14:12:34
384,5417,17235,5,,2026-01-10 06:11:30
385,113068,9471,4,Tiempo de espera alto,2026-02-25 16:02:53
386,25821,20595,2,Se requiere seguimiento,2025-11-11 22:32:27
387,29139,19236,4,Quedo pendiente,2025-12-16 13:37:01
388,53667,17967,4,Esperaba mas,2025-11-23 01:39:44
389,89410,23776,3,Caso resuelto,2026-03-27 02:10:29
390,84559,29187,5,,2025-10-18 09:40:02
391,40847,8140,2,Se requiere seguimiento,2025-10-17 23:00:42
392,60941,11111,5,Caso resuelto,2025-11-02 08:14:53
393,43265,8439,3,,2025-10-25 16:03:05
394,61614,23318,3,Quedo pendiente,2025-10-21 21:10:05
395,60749,11294,3,,2026-01-31 16:36:40
396,121623,5225,4,Atencion rapida,2025-10-16 22:49:27
397,5394,4127,4,No solucionaron del todo,2026-01-21 07:59:19
398,18094,18103,3,Se requiere seguimiento,2026-01-30 12:00:08
399,52145,6812,2,,2026-03-14 15:44:16
400,8275,29646,3,Tiempo de espera alto,2026-03-19 07:21:40
401,4537,20142,3,,2025-12-17 00:54:58
402,31086,1695,2,Proceso claro,2026-01-10 04:12:29
403,30653,14168,3,,2025-11-08 20:32:47
404,37404,20054,4,Servicio regular,2025-10-23 14:04:13
405,52681,1650,1,,2025-11-17 19:02:20
406,97900,15730,4,,2025-11-15 08:40:10
407,33838,1679,3,Se requiere seguimiento,2025-12-04 19:55:44
408,85708,10387,2,,2026-04-03 14:00:31
409,7475,25099,4,,2026-02-20 13:59:36
410,78821,5966,5,Atencion rapida,2025-10-15 14:50:44
411,24030,1775,5,Asesor amable,2025-12-17 21:43:38
412,71294,20659,3,Asesor amable,2025-11-18 07:29:19
413,86768,25205,4,Asesor amable,2025-11-28 15:50:03
414,8939,2903,4,,2026-04-08 16:17:27
415,50278,12800,2,Muy buena experiencia,2025-10-25 15:10:43
416,54833,10619,4,Quedo pendiente,2026-04-02 08:50:30
417,67014,2917,3,Buena atencion,2025-12-12 10:53:38
418,115627,19799,3,Asesor amable,2025-12-10 17:52:34
419,2157,1212,2,Proceso claro,2025-11-22 15:35:27
420,12249,8398,3,Quedo pendiente,2025-11-21 19:23:50
421,109057,7770,2,,2025-10-17 01:33:15
422,99827,3041,4,Asesor amable,2026-03-14 06:48:06
423,81320,14136,5,Esperaba mas,2026-03-05 05:40:33
424,9084,3784,3,Proceso claro,2026-01-03 10:00:26
425,46914,9163,5,,2025-10-28 18:00:53
426,43717,5494,2,,2026-01-19 19:01:48
427,120688,6994,3,Se requiere seguimiento,2026-04-02 08:42:45
428,34571,29126,2,Buena atencion,2026-03-03 21:21:59
429,109640,13129,5,Servicio regular,2025-12-28 11:01:54
430,53074,14219,3,Esperaba mas,2026-04-09 12:18:17
431,11234,21433,5,Buena atencion,2026-04-11 22:43:23
432,24843,26035,4,Atencion rapida,2026-03-05 18:37:22
433,109851,24518,3,Servicio regular,2026-04-08 01:11:42
434,96535,15923,5,Caso resuelto,2025-10-26 08:59:59
435,38110,28106,2,,2026-01-23 11:06:33
436,118454,19091,4,,2025-10-24 08:08:58
437,109430,24434,5,Atencion rapida,2026-02-27 22:49:03
438,46551,18621,4,Se requiere seguimiento,2026-01-16 02:18:16
439,120584,22763,4,Atencion rapida,2026-04-09 06:34:52
440,22657,24400,3,,2026-04-11 23:35:15
441,90604,24342,3,Buena atencion,2026-01-29 00:17:18
442,48847,16833,4,Se requiere seguimiento,2025-12-13 13:05:03
443,79214,19863,2,Esperaba mas,2025-11-12 00:05:50
444,114384,7044,4,Tiempo de espera alto,2026-01-24 14:50:31
445,49796,6872,3,,2026-04-05 20:19:54
446,77814,15598,3,,2026-04-03 10:37:08
447,59361,19696,5,Atencion rapida,2026-01-17 16:19:19
448,77649,22573,3,Caso resuelto,2026-01-19 06:51:16
449,81167,20468,4,,2025-10-18 00:48:41
450,33468,12696,4,No solucionaron del todo,2025-12-11 00:04:53
451,19489,9366,2,Atencion rapida,2026-03-24 00:02:12
452,71348,22571,5,Caso resuelto,2025-11-20 15:25:57
453,6403,20955,5,Caso resuelto,2026-03-10 21:23:23
454,6047,10865,3,Proceso claro,2025-11-04 20:29:47
455,64547,8650,3,Caso resuelto,2026-01-12 06:25:06
456,4831,22231,5,,2025-11-21 01:32:18
457,59355,29213,3,Quedo pendiente,2025-10-14 14:17:30
458,75083,803,4,,2025-12-25 17:31:37
459,92522,9925,2,,2026-02-14 09:32:24
460,13119,21667,3,,2026-01-11 03:48:27
461,9969,24525,2,Caso resuelto,2026-03-16 11:23:04
462,16560,7169,5,,2025-11-28 02:42:30
463,2760,9162,2,Asesor amable,2025-11-19 08:51:01
464,2474,17631,3,,2025-11-14 20:05:55
465,50183,17995,4,Muy buena experiencia,2026-01-12 05:03:10
466,50057,7939,3,,2026-01-14 14:28:14
467,59381,13270,3,Atencion rapida,2025-11-28 11:45:58
468,9505,7052,3,Muy buena experiencia,2026-01-14 00:44:35
469,87794,29854,4,,2025-11-01 00:29:48
470,47070,5959,2,,2026-01-10 09:40:56
471,8454,1375,4,Quedo pendiente,2025-10-31 21:45:40
472,55805,14518,3,Esperaba mas,2026-01-11 00:50:46
473,58097,20944,4,Buena atencion,2025-12-05 00:14:19
474,25927,10,3,Quedo pendiente,2026-03-20 17:28:06
475,23344,22466,5,Buena atencion,2026-02-22 10:44:49
476,78947,19135,3,Muy buena experiencia,2025-12-04 00:53:10
477,80540,11946,5,,2025-12-16 18:42:51
478,6505,16833,3,,2025-12-28 07:59:19
479,47095,12124,5,Quedo pendiente,2026-01-30 07:18:38
480,10103,3512,4,,2025-11-08 03:48:00
481,65193,12645,3,Proceso claro,2026-04-10 12:03:28
482,44085,25878,3,,2026-03-02 08:42:41
483,104127,13002,3,Muy buena experiencia,2025-11-09 22:08:21
484,30498,1253,5,Se requiere seguimiento,2025-11-20 14:00:49
