id_producto_cliente,id_cliente,nombre_producto_servicio,categoria,fecha_adquisicion,estado_producto
210,132,soporte_premium,servicio,2025-11-03,activo
211,133,plan_empresarial,empresa,2024-08-02,activo
212,134,plan_movil,movil,2024-03-26,activo
213,135,seguro_dispositivo,adicional,2024-05-01,activo
214,136,television,hogar,2025-06-26,suspendido
215,137,streaming_bundle,adicional,2024-06-18,cancelado
216,138,seguro_dispositivo,adicional,2025-04-07,cancelado
217,139,plan_empresarial,empresa,2024-07-29,activo
218,139,seguro_dispositivo,adicional,2025-05-26,activo
219,140,streaming_bundle,adicional,2025-05-24,activo
220,140,soporte_premium,servicio,2026-01-02,activo
221,140,internet_hogar,hogar,2024-09-30,activo
222,141,seguro_dispositivo,adicional,2025-04-18,activo
223,141,television,hogar,2024-10-06,activo
224,141,plan_movil,movil,2024-10-31,activo
225,141,internet_hogar,hogar,2025-07-12,activo
226,142,plan_movil,movil,2025-05-31,cancelado
227,142,plan_empresarial,empresa,2025-02-04,activo
228,142,seguro_dispositivo,adicional,2024-10-31,activo
229,143,seguro_dispositivo,adicional,2025-02-09,activo
230,143,soporte_premium,servicio,2025-04-18,activo
231,144,plan_movil,movil,2024-05-16,activo
232,145,television,hogar,2025-07-06,activo
233,145,soporte_premium,servicio,2024-09-27,activo
234,146,internet_hogar,hogar,2026-01-10,activo
235,146,streaming_bundle,adicional,2026-02-28,activo
236,147,internet_hogar,hogar,2024-09-09,activo
237,148,internet_hogar,hogar,2024-04-18,activo
238,148,soporte_premium,servicio,2026-05-16,suspendido
239,149,plan_empresarial,empresa,2024-04-17,activo
240,150,internet_hogar,hogar,2025-05-25,activo
241,150,soporte_premium,servicio,2025-06-03,activo
242,150,seguro_dispositivo,adicional,2025-12-30,activo
243,151,television,hogar,2025-02-03,suspendido
244,152,streaming_bundle,adicional,2026-01-25,activo
245,152,seguro_dispositivo,adicional,2024-11-13,activo
246,153,streaming_bundle,adicional,2025-10-13,activo
247,154,internet_hogar,hogar,2024-08-20,activo
248,155,internet_hogar,hogar,2025-04-23,activo
249,155,streaming_bundle,adicional,2025-09-12,suspendido
250,156,internet_hogar,hogar,2024-06-29,activo
251,156,plan_empresarial,empresa,2025-01-17,activo
252,157,plan_movil,movil,2026-05-17,activo
253,158,internet_hogar,hogar,2024-05-07,activo
254,158,plan_movil,movil,2024-11-26,suspendido
255,159,television,hogar,2025-08-22,activo
256,159,seguro_dispositivo,adicional,2024-06-11,activo
257,160,plan_empresarial,empresa,2026-05-09,suspendido
258,161,streaming_bundle,adicional,2026-02-13,activo
259,162,internet_hogar,hogar,2026-01-13,cancelado
260,163,seguro_dispositivo,adicional,2025-06-30,activo
261,163,internet_hogar,hogar,2025-01-23,activo
262,164,plan_movil,movil,2025-02-11,cancelado
263,165,plan_movil,movil,2025-12-01,suspendido
264,165,television,hogar,2026-04-25,activo
265,165,soporte_premium,servicio,2026-05-21,activo
266,165,streaming_bundle,adicional,2026-04-11,suspendido
267,166,seguro_dispositivo,adicional,2024-06-12,activo
268,166,internet_hogar,hogar,2026-03-05,activo
269,167,television,hogar,2025-05-19,activo
270,168,internet_hogar,hogar,2025-12-04,activo
271,169,plan_empresarial,empresa,2025-01-19,activo
272,169,streaming_bundle,adicional,2025-08-05,activo
273,170,plan_empresarial,empresa,2025-01-16,activo
274,171,internet_hogar,hogar,2026-05-13,activo
275,172,television,hogar,2025-07-01,activo
276,172,soporte_premium,servicio,2026-02-10,activo
277,173,seguro_dispositivo,adicional,2024-08-04,activo
278,173,television,hogar,2024-12-22,activo
279,174,seguro_dispositivo,adicional,2025-02-24,suspendido
280,174,streaming_bundle,adicional,2026-01-15,activo
281,175,streaming_bundle,adicional,2024-01-29,activo
282,176,seguro_dispositivo,adicional,2024-08-08,activo
283,177,streaming_bundle,adicional,2024-12-31,activo
284,177,soporte_premium,servicio,2024-10-14,activo
285,177,plan_movil,movil,2025-10-31,activo
286,178,soporte_premium,servicio,2024-05-10,activo
287,178,plan_empresarial,empresa,2024-09-18,suspendido
288,179,plan_empresarial,empresa,2024-10-28,cancelado
289,179,internet_hogar,hogar,2024-04-11,activo
290,180,television,hogar,2024-03-16,activo
291,180,plan_empresarial,empresa,2025-12-19,suspendido
292,181,plan_movil,movil,2024-03-31,cancelado
293,181,plan_empresarial,empresa,2026-01-02,activo
294,181,seguro_dispositivo,adicional,2025-01-25,activo
295,181,streaming_bundle,adicional,2026-01-02,activo
296,182,soporte_premium,servicio,2025-02-24,activo
297,183,television,hogar,2026-01-10,activo
298,184,internet_hogar,hogar,2024-05-14,activo
299,185,internet_hogar,hogar,2024-02-01,activo
300,186,seguro_dispositivo,adicional,2025-01-18,activo
301,187,plan_movil,movil,2025-01-14,activo
302,188,plan_empresarial,empresa,2024-08-16,activo
303,189,television,hogar,2025-04-24,activo
304,190,streaming_bundle,adicional,2025-03-14,activo
305,191,television,hogar,2026-03-19,suspendido
306,191,seguro_dispositivo,adicional,2024-09-15,activo
307,191,plan_movil,movil,2025-01-27,cancelado
308,192,internet_hogar,hogar,2024-04-24,activo
309,192,television,hogar,2025-11-22,suspendido
310,193,internet_hogar,hogar,2025-12-01,activo
311,193,television,hogar,2025-04-07,activo
312,193,plan_empresarial,empresa,2026-04-07,activo
313,194,internet_hogar,hogar,2026-02-18,activo
314,195,television,hogar,2024-12-29,activo
315,196,soporte_premium,servicio,2024-01-22,activo
316,197,seguro_dispositivo,adicional,2026-04-02,activo
317,198,television,hogar,2025-01-09,activo
318,198,seguro_dispositivo,adicional,2024-02-27,activo
319,199,internet_hogar,hogar,2024-12-02,activo
320,200,plan_empresarial,empresa,2025-09-20,activo
321,201,seguro_dispositivo,adicional,2025-03-31,activo
322,202,seguro_dispositivo,adicional,2026-03-27,cancelado
323,203,soporte_premium,servicio,2024-03-19,activo
324,203,plan_empresarial,empresa,2025-10-06,activo
325,204,television,hogar,2024-08-27,activo
326,205,internet_hogar,hogar,2026-01-11,activo
327,206,streaming_bundle,adicional,2024-03-01,suspendido
328,207,seguro_dispositivo,adicional,2024-05-25,activo
329,207,plan_empresarial,empresa,2025-10-03,activo
330,207,streaming_bundle,adicional,2026-02-17,activo
331,207,soporte_premium,servicio,2026-01-11,cancelado
332,208,streaming_bundle,adicional,2024-04-22,cancelado
333,209,streaming_bundle,adicional,2025-10-26,activo
334,210,television,hogar,2025-02-09,cancelado
335,210,plan_empresarial,empresa,2025-03-24,activo
336,211,television,hogar,2025-08-10,activo
337,212,plan_movil,movil,2025-02-09,suspendido
338,213,television,hogar,2026-04-22,activo
339,214,soporte_premium,servicio,2025-12-14,activo
340,215,soporte_premium,servicio,2024-09-18,activo
341,215,plan_movil,movil,2025-03-07,activo
342,216,television,hogar,2026-04-11,activo
343,217,streaming_bundle,adicional,2024-03-25,activo
344,218,streaming_bundle,adicional,2024-07-29,cancelado
345,218,plan_empresarial,empresa,2025-05-26,activo
346,219,internet_hogar,hogar,2025-05-20,activo
347,220,seguro_dispositivo,adicional,2025-09-01,activo
348,220,soporte_premium,servicio,2025-03-07,activo
349,220,plan_empresarial,empresa,2024-12-25,activo
350,221,plan_empresarial,empresa,2025-09-09,activo
351,221,seguro_dispositivo,adicional,2024-06-13,activo
352,222,internet_hogar,hogar,2026-03-13,activo
353,222,television,hogar,2024-11-06,activo
354,222,soporte_premium,servicio,2024-09-01,activo
355,222,plan_empresarial,empresa,2025-11-07,suspendido
356,223,television,hogar,2026-02-23,activo
357,224,seguro_dispositivo,adicional,2026-04-18,activo
358,225,plan_empresarial,empresa,2024-12-04,activo
359,225,television,hogar,2026-02-26,activo
360,226,internet_hogar,hogar,2024-08-04,activo
361,226,plan_movil,movil,2025-10-10,activo
362,226,plan_empresarial,empresa,2024-07-22,activo
363,227,seguro_dispositivo,adicional,2026-02-23,activo
364,228,soporte_premium,servicio,2024-03-23,activo
365,229,plan_movil,movil,2024-12-23,activo
366,229,television,hogar,2026-03-02,suspendido
367,230,plan_empresarial,empresa,2025-11-15,activo
368,230,internet_hogar,hogar,2024-06-30,activo
369,231,streaming_bundle,adicional,2026-05-09,activo
370,232,plan_empresarial,empresa,2026-01-19,activo
371,232,streaming_bundle,adicional,2025-12-06,activo
372,232,television,hogar,2025-08-15,activo
373,233,seguro_dispositivo,adicional,2025-07-26,activo
374,234,internet_hogar,hogar,2026-03-29,activo
375,235,internet_hogar,hogar,2025-04-11,activo
376,236,television,hogar,2024-12-14,suspendido
377,237,streaming_bundle,adicional,2025-08-22,suspendido
378,237,internet_hogar,hogar,2025-12-17,activo
379,237,plan_movil,movil,2024-04-09,suspendido
380,238,soporte_premium,servicio,2025-02-28,activo
381,239,television,hogar,2025-02-03,activo
382,240,soporte_premium,servicio,2025-04-08,suspendido
383,241,plan_empresarial,empresa,2025-12-11,activo
384,241,soporte_premium,servicio,2025-09-06,activo
385,242,plan_movil,movil,2026-03-21,activo
386,243,television,hogar,2025-10-18,activo
387,244,internet_hogar,hogar,2026-01-05,cancelado
388,245,television,hogar,2026-03-11,activo
389,245,soporte_premium,servicio,2025-11-18,activo
390,245,internet_hogar,hogar,2026-05-18,activo
391,246,internet_hogar,hogar,2025-02-05,cancelado
392,247,television,hogar,2024-10-27,activo
393,248,internet_hogar,hogar,2024-02-28,activo
394,248,seguro_dispositivo,adicional,2025-12-07,suspendido
395,249,television,hogar,2024-07-01,cancelado
396,250,plan_movil,movil,2025-12-02,cancelado
397,251,streaming_bundle,adicional,2025-04-05,activo
398,252,soporte_premium,servicio,2025-08-16,activo
399,252,internet_hogar,hogar,2025-07-29,activo
400,253,plan_empresarial,empresa,2024-07-19,activo
401,253,television,hogar,2025-06-27,activo
402,254,plan_movil,movil,2024-02-16,activo
403,254,television,hogar,2025-11-23,activo
404,255,seguro_dispositivo,adicional,2024-05-08,activo
405,255,plan_movil,movil,2024-10-24,activo
406,256,streaming_bundle,adicional,2024-06-30,activo
407,256,soporte_premium,servicio,2024-10-18,suspendido
408,257,plan_empresarial,empresa,2026-01-27,activo
409,258,plan_empresarial,empresa,2025-12-28,activo
410,259,seguro_dispositivo,adicional,2026-05-10,activo
411,260,internet_hogar,hogar,2025-01-22,activo
412,260,television,hogar,2025-11-17,activo
413,261,soporte_premium,servicio,2024-05-20,activo
414,261,plan_empresarial,empresa,2026-01-12,activo
415,261,television,hogar,2025-04-12,activo
416,262,streaming_bundle,adicional,2024-10-16,activo
417,263,internet_hogar,hogar,2026-04-10,activo
418,263,plan_movil,movil,2025-08-24,suspendido
419,263,soporte_premium,servicio,2025-11-22,suspendido
420,264,television,hogar,2025-12-09,activo
421,265,soporte_premium,servicio,2025-07-11,activo
422,266,internet_hogar,hogar,2024-01-21,activo
423,267,seguro_dispositivo,adicional,2024-12-28,suspendido
424,267,internet_hogar,hogar,2024-05-11,cancelado
425,268,streaming_bundle,adicional,2024-10-29,activo
426,269,soporte_premium,servicio,2024-03-16,activo
427,270,soporte_premium,servicio,2024-05-23,cancelado
428,271,television,hogar,2025-09-23,activo
429,272,streaming_bundle,adicional,2024-10-20,activo
430,273,soporte_premium,servicio,2024-09-29,suspendido
431,274,plan_movil,movil,2025-11-30,activo
432,275,internet_hogar,hogar,2025-12-14,activo
433,276,seguro_dispositivo,adicional,2025-10-24,suspendido
434,277,streaming_bundle,adicional,2024-05-08,activo
435,278,internet_hogar,hogar,2024-07-28,cancelado
436,279,television,hogar,2024-09-30,activo
437,279,seguro_dispositivo,adicional,2025-02-24,activo
438,280,plan_movil,movil,2025-11-06,activo
439,280,internet_hogar,hogar,2024-01-26,activo
440,281,plan_empresarial,empresa,2025-06-12,activo
441,282,seguro_dispositivo,adicional,2026-03-06,activo
442,282,soporte_premium,servicio,2025-11-09,activo
443,282,plan_movil,movil,2026-02-12,activo
444,282,television,hogar,2024-11-27,activo
445,283,internet_hogar,hogar,2026-01-01,activo
446,284,seguro_dispositivo,adicional,2025-01-01,activo
447,285,plan_empresarial,empresa,2025-12-11,activo
448,286,soporte_premium,servicio,2026-03-20,activo
449,287,internet_hogar,hogar,2024-12-19,suspendido
450,288,seguro_dispositivo,adicional,2024-01-20,cancelado
451,289,internet_hogar,hogar,2025-01-28,activo
452,290,streaming_bundle,adicional,2026-03-11,activo
453,291,internet_hogar,hogar,2026-02-02,suspendido
454,291,plan_empresarial,empresa,2025-09-18,activo
455,291,plan_movil,movil,2024-06-05,activo
456,292,television,hogar,2025-12-18,activo
457,293,internet_hogar,hogar,2024-03-26,activo
458,294,internet_hogar,hogar,2024-12-20,activo
459,295,soporte_premium,servicio,2025-03-06,activo
460,295,plan_movil,movil,2025-04-07,activo
461,296,plan_empresarial,empresa,2024-02-03,activo
462,297,internet_hogar,hogar,2025-06-16,suspendido
463,298,seguro_dispositivo,adicional,2024-04-13,activo
464,299,seguro_dispositivo,adicional,2026-05-02,activo
465,299,plan_empresarial,empresa,2025-02-19,suspendido
466,299,internet_hogar,hogar,2025-02-19,activo
467,300,television,hogar,2025-11-10,activo
468,300,streaming_bundle,adicional,2024-03-09,activo
469,301,television,hogar,2025-12-04,suspendido
470,301,plan_movil,movil,2024-06-23,activo
471,301,internet_hogar,hogar,2025-09-01,suspendido
472,302,television,hogar,2024-10-07,activo
473,303,internet_hogar,hogar,2024-07-19,activo
474,304,soporte_premium,servicio,2025-09-26,activo
475,305,internet_hogar,hogar,2026-01-22,activo
476,306,soporte_premium,servicio,2025-10-28,activo
477,307,seguro_dispositivo,adicional,2026-02-03,activo
478,308,internet_hogar,hogar,2024-02-11,activo
479,309,internet_hogar,hogar,2024-11-29,activo
480,309,plan_empresarial,empresa,2025-07-04,suspendido
481,310,plan_empresarial,empresa,2024-10-16,activo
482,311,plan_empresarial,empresa,2025-09-28,activo
483,312,streaming_bundle,adicional,2024-10-09,activo
484,312,plan_movil,movil,2024-02-04,activo
485,313,plan_movil,movil,2025-01-23,activo
486,313,streaming_bundle,adicional,2026-02-03,activo
487,314,internet_hogar,hogar,2025-12-21,suspendido
488,314,soporte_premium,servicio,2024-10-10,activo
489,315,television,hogar,2025-06-14,activo
490,316,television,hogar,2025-12-28,activo
491,316,plan_empresarial,empresa,2026-03-28,activo
492,316,plan_movil,movil,2025-11-29,cancelado
493,317,streaming_bundle,adicional,2025-02-10,activo
494,317,television,hogar,2026-03-31,activo
495,317,internet_hogar,hogar,2024-08-23,activo
496,318,internet_hogar,hogar,2025-11-15,activo
497,319,streaming_bundle,adicional,2025-01-18,activo
498,320,seguro_dispositivo,adicional,2025-02-24,activo
499,321,television,hogar,2024-12-29,activo
500,321,seguro_dispositivo,adicional,2024-10-10,activo
501,322,plan_movil,movil,2024-10-01,suspendido
502,323,plan_movil,movil,2024-02-11,activo
503,323,plan_empresarial,empresa,2025-09-02,activo
504,324,internet_hogar,hogar,2024-12-30,activo
505,324,seguro_dispositivo,adicional,2024-04-24,activo
506,324,streaming_bundle,adicional,2025-06-03,activo
507,325,streaming_bundle,adicional,2026-01-25,activo
508,326,internet_hogar,hogar,2025-08-14,activo
509,327,soporte_premium,servicio,2024-05-08,activo
510,328,streaming_bundle,adicional,2024-06-22,activo
511,329,internet_hogar,hogar,2024-11-08,activo
512,330,plan_empresarial,empresa,2025-07-11,activo
513,330,streaming_bundle,adicional,2025-10-11,cancelado
514,331,plan_movil,movil,2025-01-26,suspendido
515,332,television,hogar,2024-03-03,activo
516,333,seguro_dispositivo,adicional,2024-03-01,activo
517,334,internet_hogar,hogar,2025-01-13,activo
518,334,streaming_bundle,adicional,2024-10-21,activo
519,335,streaming_bundle,adicional,2024-06-13,activo
520,335,television,hogar,2026-01-27,activo
521,336,plan_movil,movil,2024-06-11,activo
522,337,soporte_premium,servicio,2025-09-05,cancelado
523,337,internet_hogar,hogar,2024-07-27,activo
524,338,streaming_bundle,adicional,2024-04-02,activo
525,338,seguro_dispositivo,adicional,2025-03-02,activo
526,339,plan_empresarial,empresa,2024-03-23,activo
527,340,internet_hogar,hogar,2025-12-02,activo
528,341,plan_empresarial,empresa,2025-12-28,activo
529,342,internet_hogar,hogar,2026-02-10,activo
530,342,soporte_premium,servicio,2025-05-13,activo
531,343,plan_empresarial,empresa,2026-01-29,activo
532,344,plan_empresarial,empresa,2024-09-08,activo
533,344,plan_movil,movil,2026-04-27,activo
534,345,plan_empresarial,empresa,2024-03-30,activo
535,346,streaming_bundle,adicional,2026-04-15,activo
536,346,television,hogar,2026-01-28,activo
537,347,streaming_bundle,adicional,2024-07-16,suspendido
538,347,plan_movil,movil,2026-01-29,activo
539,348,seguro_dispositivo,adicional,2024-12-26,activo
540,349,streaming_bundle,adicional,2025-01-03,activo
541,349,internet_hogar,hogar,2025-01-20,activo
542,350,streaming_bundle,adicional,2025-02-23,cancelado
543,351,plan_empresarial,empresa,2025-08-21,activo
544,352,plan_empresarial,empresa,2024-12-14,activo
545,352,streaming_bundle,adicional,2025-02-27,activo
546,353,streaming_bundle,adicional,2024-10-01,activo
547,354,plan_empresarial,empresa,2024-06-06,activo
548,354,television,hogar,2024-04-09,suspendido
549,355,plan_movil,movil,2025-11-26,activo
550,355,streaming_bundle,adicional,2025-02-06,activo
551,356,internet_hogar,hogar,2024-09-08,suspendido
552,357,plan_empresarial,empresa,2025-05-14,activo
553,357,soporte_premium,servicio,2025-11-10,activo
