id_agente_turno,id_agente,id_turno,fecha_inicio,fecha_fin
390,293,1,2025-06-01,2025-08-11
391,293,3,2025-08-12,2026-05-26
392,294,1,2025-06-01,2025-07-23
393,294,3,2025-07-24,2026-05-26
394,295,1,2025-06-01,2026-05-26
395,296,2,2025-06-01,2026-05-26
396,297,2,2025-06-01,2026-05-26
397,298,2,2025-06-01,2026-05-26
398,299,2,2025-06-01,2025-07-30
399,299,3,2025-07-31,2026-05-26
400,300,1,2025-06-01,2026-05-26
401,301,3,2025-06-01,2025-08-24
402,301,3,2025-08-25,2026-05-26
403,302,1,2025-06-01,2026-05-26
404,303,1,2025-06-01,2025-07-25
405,303,1,2025-07-26,2026-05-26
406,304,1,2025-06-01,2025-08-10
407,304,2,2025-08-11,2026-05-26
408,305,1,2025-06-01,2025-08-02
409,305,3,2025-08-03,2026-05-26
410,306,2,2026-04-22,2026-05-26
411,307,2,2025-06-01,2025-07-16
412,307,2,2025-07-17,2026-05-26
413,308,2,2025-06-01,2026-05-26
414,309,1,2025-08-13,2026-05-26
415,310,3,2025-06-01,2026-05-26
416,311,1,2025-06-01,2026-05-26
417,312,1,2025-10-24,2026-05-26
418,313,3,2025-06-01,2026-05-26
419,314,1,2025-09-27,2026-05-26
420,315,1,2025-06-01,2026-05-26
421,316,2,2025-06-01,2026-05-26
422,317,3,2026-05-22,2026-05-26
423,318,2,2025-06-01,2025-07-29
424,318,3,2025-07-30,2026-05-26
425,319,2,2025-06-01,2025-07-28
426,319,3,2025-07-29,2026-05-26
427,320,3,2025-06-01,2026-05-26
428,321,2,2025-06-01,2026-05-26
429,322,3,2025-07-17,2026-05-26
430,323,1,2025-06-01,2026-05-26
431,324,1,2025-06-01,2025-07-28
432,324,2,2025-07-29,2026-05-26
433,325,3,2025-06-01,2026-05-26
434,326,1,2025-11-13,2026-05-26
435,327,1,2025-06-01,2026-05-26
436,328,2,2025-06-01,2025-08-03
437,328,1,2025-08-04,2026-05-26
438,329,2,2026-04-09,2026-05-26
439,330,2,2025-06-01,2025-08-02
440,330,1,2025-08-03,2026-05-26
441,331,2,2025-06-01,2026-05-26
442,332,2,2025-06-01,2026-05-26
443,333,2,2025-06-01,2026-05-26
444,334,2,2025-06-01,2025-07-24
445,334,2,2025-07-25,2026-05-26
446,335,3,2025-06-01,2026-05-26
447,336,3,2025-06-01,2026-05-26
448,337,2,2026-02-07,2026-05-26
449,338,1,2025-06-01,2025-08-11
450,338,2,2025-08-12,2026-05-26
451,339,1,2025-06-01,2026-05-26
452,340,2,2025-06-01,2026-05-26
453,341,2,2025-06-01,2026-05-26
454,342,3,2025-06-01,2026-05-26
455,343,2,2026-05-07,2026-05-26
456,344,2,2025-06-01,2025-08-02
457,344,1,2025-08-03,2026-05-26
458,345,1,2026-03-22,2026-05-26
459,346,1,2025-12-31,2026-05-26
460,347,1,2026-03-15,2026-05-26
461,348,2,2025-06-01,2026-05-26
462,349,1,2025-07-31,2026-05-26
463,350,1,2025-06-01,2026-05-26
464,351,1,2025-06-01,2026-05-26
465,352,1,2026-01-13,2026-05-26
466,353,1,2025-06-01,2026-05-26
467,354,1,2025-06-01,2025-09-07
468,354,3,2025-09-08,2026-05-26
469,355,1,2025-06-01,2026-05-26
470,356,1,2025-06-01,2026-05-26
471,357,2,2025-06-01,2025-08-16
472,357,3,2025-08-17,2026-05-26
473,358,1,2025-06-01,2026-05-26
474,359,2,2025-06-01,2025-07-31
475,359,2,2025-08-01,2026-05-26
476,360,1,2025-06-01,2026-05-26
477,361,1,2025-06-01,2026-05-26
478,362,2,2026-01-26,2026-03-16
479,362,1,2026-03-17,2026-05-26
480,363,1,2025-06-01,2026-05-26
481,364,1,2025-06-01,2026-05-26
482,365,2,2025-06-06,2026-05-26
483,366,3,2025-06-01,2025-08-22
484,366,1,2025-08-23,2026-05-26
485,367,2,2025-06-01,2026-05-26
486,368,2,2025-06-01,2026-05-26
487,369,1,2025-06-01,2026-05-26
488,370,3,2025-06-01,2025-09-08
489,370,2,2025-09-09,2026-05-26
490,371,2,2025-06-01,2026-05-26
491,372,1,2025-06-01,2026-05-26
492,373,3,2025-06-01,2026-05-26
493,374,2,2025-06-01,2026-05-26
494,375,1,2025-06-01,2026-05-26
495,376,2,2025-11-30,2026-05-26
496,377,2,2025-06-01,2025-08-24
497,377,3,2025-08-25,2026-05-26
498,378,3,2025-06-01,2026-05-26
499,379,3,2025-06-01,2026-05-26
500,380,1,2025-06-01,2025-09-07
501,380,2,2025-09-08,2026-05-26
502,381,1,2025-06-01,2025-07-16
503,381,2,2025-07-17,2026-05-26
504,382,2,2025-06-01,2026-05-26
505,383,2,2025-10-06,2026-05-26
506,384,1,2025-06-01,2025-07-17
507,384,1,2025-07-18,2026-05-26
508,385,1,2025-06-01,2026-05-26
509,386,2,2025-06-01,2026-05-26
510,387,3,2025-06-21,2025-08-19
511,387,2,2025-08-20,2026-05-26
512,388,1,2025-06-01,2026-05-26
513,389,1,2025-06-01,2025-07-18
514,389,1,2025-07-19,2026-05-26
515,390,2,2025-11-06,2026-01-01
516,390,1,2026-01-02,2026-05-26
517,391,1,2025-06-01,2026-05-26
518,392,2,2025-06-01,2026-05-26
519,393,3,2025-06-01,2026-05-26
520,394,1,2025-06-01,2026-05-26
521,395,1,2025-06-01,2026-05-26
522,396,1,2025-06-01,2026-05-26
523,397,2,2025-06-01,2026-05-26
524,398,2,2025-06-01,2026-05-26
525,399,1,2025-06-01,2025-08-16
526,399,1,2025-08-17,2026-05-26
527,400,1,2025-06-01,2026-05-26
528,401,1,2025-06-01,2026-05-26
529,402,1,2025-06-01,2026-05-26
530,403,2,2025-06-01,2026-05-26
531,404,2,2026-03-26,2026-05-26
532,405,2,2025-06-01,2026-05-26
533,406,3,2025-06-01,2026-05-26
534,407,1,2025-06-01,2025-08-23
535,407,1,2025-08-24,2026-05-26
536,408,1,2026-01-17,2026-05-26
537,409,1,2025-06-01,2026-05-26
538,410,2,2025-06-01,2026-05-26
539,411,1,2025-06-01,2025-07-24
540,411,2,2025-07-25,2026-05-26
541,412,2,2025-06-01,2026-05-26
542,413,1,2025-06-01,2026-05-26
543,414,2,2025-06-01,2026-05-26
544,415,2,2025-07-03,2026-05-26
545,416,1,2025-06-01,2025-09-06
546,416,2,2025-09-07,2026-05-26
547,417,3,2026-05-24,2026-05-26
548,417,2,2026-05-26,2026-05-26
549,418,2,2025-06-01,2025-08-15
550,418,3,2025-08-16,2026-05-26
551,419,2,2026-05-15,2026-05-26
552,420,2,2025-06-01,2026-05-26
553,421,2,2025-06-01,2026-05-26
554,422,1,2025-06-01,2026-05-26
555,423,2,2025-06-01,2026-05-26
556,424,3,2026-01-08,2026-05-26
557,425,2,2025-06-01,2025-08-26
558,425,2,2025-08-27,2026-05-26
559,426,1,2025-06-01,2026-05-26
560,427,1,2025-06-01,2026-05-26
561,428,1,2025-06-01,2026-05-26
562,429,1,2025-06-01,2026-05-26
563,430,1,2025-06-01,2026-05-26
564,431,2,2025-06-01,2025-08-24
565,431,1,2025-08-25,2026-05-26
566,432,1,2025-06-01,2026-05-26
567,433,3,2025-06-01,2026-05-26
568,434,1,2025-06-01,2026-05-26
569,435,1,2025-06-01,2026-05-26
570,436,1,2025-06-01,2026-05-26
571,437,3,2025-06-01,2026-05-26
572,438,3,2025-06-01,2025-07-25
573,438,2,2025-07-26,2026-05-26
574,439,2,2025-08-18,2026-05-26
575,440,2,2025-06-01,2025-07-24
576,440,3,2025-07-25,2026-05-26
577,441,2,2025-06-01,2026-05-26
578,442,2,2025-06-01,2025-07-26
579,442,1,2025-07-27,2026-05-26
580,443,3,2025-06-01,2026-05-26
581,444,2,2025-06-01,2025-07-24
582,444,1,2025-07-25,2026-05-26
583,445,2,2025-06-01,2026-05-26
584,446,3,2025-10-13,2026-05-26
585,447,2,2025-06-01,2026-05-26
586,448,1,2025-06-01,2026-05-26
587,449,1,2025-06-01,2025-08-27
588,449,1,2025-08-28,2026-05-26
589,450,2,2025-06-01,2025-09-06
590,450,2,2025-09-07,2026-05-26
591,451,1,2025-06-01,2025-08-03
592,451,1,2025-08-04,2026-05-26
593,452,1,2025-06-01,2025-07-27
594,452,2,2025-07-28,2026-05-26
595,453,1,2025-06-01,2025-08-14
596,453,2,2025-08-15,2026-05-26
597,454,1,2025-06-01,2025-08-29
598,454,2,2025-08-30,2026-05-26
599,455,2,2025-06-01,2026-05-26
600,456,2,2026-01-04,2026-05-26
601,457,1,2025-06-01,2026-05-26
602,458,2,2026-03-16,2026-05-22
603,458,1,2026-05-23,2026-05-26
604,459,2,2026-04-03,2026-05-26
605,459,1,2026-05-26,2026-05-26
606,460,1,2025-08-22,2026-05-26
607,461,1,2025-11-18,2026-05-26
608,462,1,2025-06-01,2026-05-26
609,463,1,2025-06-01,2026-05-26
610,464,1,2025-06-01,2026-05-26
611,465,1,2025-06-01,2026-05-26
612,466,2,2025-07-24,2026-05-26
613,467,1,2025-06-01,2026-05-26
614,468,2,2025-06-01,2026-05-26
615,469,2,2025-06-01,2026-05-26
616,470,1,2025-06-01,2026-05-26
617,471,3,2025-06-01,2026-05-26
618,472,2,2025-06-01,2025-08-03
619,472,1,2025-08-04,2026-05-26
620,473,2,2025-06-01,2026-05-26
621,474,2,2025-06-01,2025-09-07
622,474,1,2025-09-08,2026-05-26
623,475,2,2025-06-01,2026-05-26
624,476,2,2025-06-01,2026-05-26
625,477,1,2026-03-16,2026-05-26
626,477,1,2026-05-26,2026-05-26
627,478,3,2025-06-01,2025-08-23
628,478,2,2025-08-24,2026-05-26
629,479,1,2025-06-01,2026-05-26
630,480,3,2025-06-01,2026-05-26
631,481,1,2025-06-01,2026-05-26
632,482,3,2025-06-01,2026-05-26
633,483,2,2025-06-01,2025-07-26
634,483,2,2025-07-27,2026-05-26
635,484,2,2025-06-01,2025-08-07
636,484,1,2025-08-08,2026-05-26
637,485,3,2025-06-01,2026-05-26
638,486,3,2025-06-01,2026-05-26
639,487,1,2025-06-01,2025-08-08
640,487,2,2025-08-09,2026-05-26
641,488,1,2025-06-01,2026-05-26
642,489,2,2025-06-01,2026-05-26
643,490,1,2025-06-01,2026-05-26
644,491,2,2025-06-22,2025-08-13
645,491,1,2025-08-14,2026-05-26
646,492,2,2025-06-01,2026-05-26
647,493,1,2025-08-31,2026-05-26
648,494,1,2025-06-01,2025-07-30
649,494,3,2025-07-31,2026-05-26
650,495,1,2025-06-01,2026-05-26
651,496,1,2026-05-10,2026-05-26
652,496,2,2026-05-26,2026-05-26
653,497,2,2025-06-01,2026-05-26
654,498,2,2025-06-01,2026-05-26
655,499,1,2025-06-01,2026-05-26
656,500,3,2025-10-09,2026-05-26
657,501,2,2025-06-01,2026-05-26
658,502,3,2025-08-31,2026-05-26
659,503,3,2025-07-30,2026-05-26
660,504,1,2026-05-15,2026-05-26
661,505,3,2025-06-01,2026-05-26
662,506,3,2025-06-01,2026-05-26
663,507,3,2025-06-01,2026-05-26
664,508,1,2025-06-01,2026-05-26
665,509,1,2025-06-01,2026-05-26
666,510,2,2025-06-01,2026-05-26
667,511,2,2025-06-01,2025-08-27
668,511,1,2025-08-28,2026-05-26
669,512,3,2025-06-01,2025-08-02
670,512,1,2025-08-03,2026-05-26
671,513,1,2025-06-01,2026-05-26
672,514,3,2025-06-01,2026-05-26
673,515,1,2025-06-01,2025-07-29
674,515,3,2025-07-30,2026-05-26
675,516,3,2025-06-21,2025-08-21
676,516,1,2025-08-22,2026-05-26
677,517,2,2025-10-23,2026-05-26
678,518,1,2026-03-23,2026-05-26
679,519,1,2025-06-01,2026-05-26
680,520,1,2025-06-01,2025-09-01
681,520,1,2025-09-02,2026-05-26
682,521,1,2025-06-01,2025-07-19
683,521,3,2025-07-20,2026-05-26
684,522,1,2025-06-01,2026-05-26
685,523,1,2025-06-01,2026-05-26
686,524,3,2025-06-01,2026-05-26
687,525,2,2025-06-01,2026-05-26
688,526,2,2025-06-01,2025-08-02
689,526,2,2025-08-03,2026-05-26
690,527,1,2025-06-01,2026-05-26
691,528,1,2025-06-01,2025-07-23
692,528,2,2025-07-24,2026-05-26
693,529,2,2025-07-12,2026-05-26
694,530,1,2025-06-01,2026-05-26
695,531,3,2025-06-01,2026-05-26
696,532,3,2025-06-01,2026-05-26
