id_encuesta,id_llamada,id_cliente,calificacion,comentario,fecha_encuesta
171,129296,109782,3,Quedo pendiente,2025-08-08 03:06:35
172,513698,8507,2,Asesor amable,2026-01-02 11:14:38
173,363527,26969,4,Tiempo de espera alto,2025-12-13 07:02:06
174,602763,114574,3,,2025-06-29 04:43:29
175,10875,53841,3,,2025-10-16 00:50:57
176,589071,20246,4,,2025-12-09 22:13:16
177,448763,12114,2,Caso resuelto,2025-10-29 17:25:32
178,404439,108170,2,Servicio regular,2026-02-23 17:31:30
179,83853,114459,2,,2025-08-13 12:59:34
180,99240,116158,4,Esperaba mas,2025-11-04 19:14:27
181,527520,109702,4,Se requiere seguimiento,2025-08-23 07:51:28
182,331496,63554,3,Se requiere seguimiento,2025-11-01 13:34:09
183,394309,35743,5,No solucionaron del todo,2026-04-22 04:48:49
184,564630,85438,4,,2026-01-07 05:54:20
185,528237,37261,4,Servicio regular,2025-09-20 01:04:41
186,428172,100058,4,,2026-04-10 05:13:59
187,387959,106649,4,Muy buena experiencia,2025-07-16 17:16:06
188,580311,38969,4,,2025-10-15 19:59:41
189,156637,91583,3,Caso resuelto,2026-02-03 20:37:18
190,77981,68869,5,Proceso claro,2025-11-11 11:05:32
191,618170,60287,2,Atencion rapida,2026-04-04 12:22:09
192,585288,119792,3,No solucionaron del todo,2026-04-28 01:13:05
193,330673,105058,5,Quedo pendiente,2026-01-08 06:22:47
194,467423,97706,3,Tiempo de espera alto,2025-12-23 22:06:00
195,200398,105876,2,Quedo pendiente,2026-03-12 13:23:40
196,158926,122773,3,Servicio regular,2026-03-29 12:47:37
197,558808,47630,4,,2025-12-19 08:54:11
198,562276,13351,2,Asesor amable,2025-08-16 03:34:26
199,287429,102005,3,Buena atencion,2026-03-26 06:33:18
200,444764,73417,2,Caso resuelto,2025-07-11 01:19:29
201,357154,109232,4,,2026-01-30 14:40:37
202,216855,5467,2,Atencion rapida,2025-09-02 21:57:05
203,304230,96085,4,,2025-09-29 03:44:24
204,96115,19779,5,Tiempo de espera alto,2025-12-22 00:10:51
205,449354,99147,3,Proceso claro,2026-04-15 10:42:42
206,275726,81177,3,No solucionaron del todo,2025-09-08 10:16:31
207,370543,36205,3,Atencion rapida,2025-10-17 13:04:05
208,191875,12723,2,Quedo pendiente,2025-12-29 07:44:47
209,503435,47899,3,Se requiere seguimiento,2025-06-06 00:31:13
210,373216,110685,4,,2026-01-21 00:44:22
211,91682,4839,2,Buena atencion,2026-05-26 23:59:59
212,552893,35640,4,Se requiere seguimiento,2026-03-05 06:13:23
213,500445,33294,2,Atencion rapida,2026-05-03 04:52:08
214,46949,110352,4,,2025-06-11 12:24:18
215,295229,64901,3,Esperaba mas,2025-12-01 20:38:10
216,533291,106247,3,Caso resuelto,2025-12-19 13:00:49
217,348931,18501,3,Tiempo de espera alto,2026-01-09 08:55:41
218,162,29346,3,No solucionaron del todo,2025-08-06 08:32:45
219,113675,119355,3,,2025-12-27 06:26:08
220,420088,68490,3,No solucionaron del todo,2026-05-06 12:56:55
221,433496,54288,3,,2026-04-03 21:37:09
222,201428,18012,2,,2025-11-22 17:22:29
223,391776,121070,3,Se requiere seguimiento,2025-11-03 08:22:34
224,620756,17024,3,,2025-06-25 23:58:20
225,498632,98789,4,,2026-01-31 06:47:04
226,353390,18284,4,Caso resuelto,2026-02-06 07:27:53
227,297252,63567,4,,2026-04-17 10:34:25
228,546904,94673,2,,2026-01-09 11:28:48
229,231112,75418,4,,2026-01-19 22:55:43
230,128218,66335,3,Muy buena experiencia,2025-12-09 05:50:01
231,230287,28476,5,,2025-09-05 17:31:43
232,540799,66930,4,Muy buena experiencia,2025-07-30 08:15:48
233,32466,68974,2,Se requiere seguimiento,2025-10-22 01:30:04
234,324839,11687,3,No solucionaron del todo,2026-05-26 23:59:59
235,296043,113092,4,,2025-10-22 08:19:56
236,63781,106045,5,,2026-04-10 14:09:20
237,187423,101654,4,Esperaba mas,2025-07-08 18:45:36
238,599214,18211,5,,2026-02-16 18:01:55
239,37306,24753,2,Servicio regular,2025-07-17 19:05:12
240,90398,64580,5,Servicio regular,2026-02-13 20:01:10
241,260007,94899,4,Quedo pendiente,2025-06-14 15:10:55
242,591799,27523,4,Se requiere seguimiento,2026-04-03 16:43:39
243,252809,70303,5,,2025-08-07 00:27:46
244,45024,81671,2,Caso resuelto,2025-08-31 23:35:01
245,319473,4063,5,Proceso claro,2026-02-18 15:14:44
246,140867,1167,2,,2025-10-18 04:09:25
247,338085,957,3,Caso resuelto,2025-07-15 12:10:58
248,207810,67770,3,Buena atencion,2025-06-19 11:37:05
249,322426,101495,2,Asesor amable,2026-02-22 05:56:12
250,506883,84803,4,Proceso claro,2025-08-20 03:56:29
251,392973,71602,3,,2026-05-15 01:32:33
252,6398,18514,4,,2026-04-19 11:26:15
253,508072,26494,4,,2025-09-18 12:15:36
254,15106,1553,3,,2025-11-30 06:39:02
255,371165,33652,4,Caso resuelto,2025-06-12 21:28:09
256,601491,11279,4,,2025-12-26 11:03:40
257,422177,68380,4,,2026-03-27 21:23:49
258,10248,100588,2,,2026-02-05 21:42:22
259,279645,50013,2,,2025-11-01 11:42:36
260,341572,12439,3,Quedo pendiente,2025-06-22 12:33:30
261,533957,54754,3,,2025-09-25 00:39:38
262,486121,22058,3,Esperaba mas,2025-11-05 17:38:06
263,182531,10424,2,,2025-10-23 06:00:07
264,254360,29703,5,Proceso claro,2025-12-19 23:59:29
265,31816,30488,3,Buena atencion,2025-10-25 22:34:53
266,540952,99839,3,,2026-03-05 05:34:46
267,570694,91062,3,No solucionaron del todo,2026-01-17 16:04:03
268,240892,7801,4,,2025-08-01 03:44:13
269,576702,62154,4,Tiempo de espera alto,2025-08-23 12:04:41
270,567677,81615,3,Atencion rapida,2025-06-18 08:24:49
271,260713,46419,3,,2026-05-20 20:14:40
272,336122,62864,4,Tiempo de espera alto,2026-04-25 00:12:06
273,434101,110954,3,,2025-09-01 19:43:14
274,159369,85856,3,Caso resuelto,2025-10-02 06:59:46
275,281044,7025,4,No solucionaron del todo,2026-03-12 15:37:13
276,251535,122761,4,Muy buena experiencia,2025-10-02 06:06:12
277,204950,42850,3,Quedo pendiente,2026-01-30 04:55:33
278,480449,122335,3,Caso resuelto,2026-04-13 10:28:54
279,555891,26048,3,,2025-06-28 12:15:56
280,55764,44160,3,Atencion rapida,2025-06-20 08:37:37
281,11481,1612,2,,2025-10-22 19:28:38
282,462527,33767,4,Buena atencion,2025-09-23 21:35:51
283,202423,84751,5,Se requiere seguimiento,2025-12-21 05:53:14
284,263440,30119,4,No solucionaron del todo,2025-07-25 23:04:40
285,422934,113770,3,Asesor amable,2025-08-27 04:34:40
286,359032,101072,5,,2025-11-02 00:00:27
287,165983,74478,5,,2025-07-27 10:31:56
288,470836,103303,4,No solucionaron del todo,2026-01-03 22:53:16
289,54375,28486,5,,2025-07-27 20:06:06
290,176040,48755,4,Asesor amable,2025-11-25 21:06:05
291,551271,33671,4,Se requiere seguimiento,2025-07-16 21:19:56
292,507480,107784,4,,2025-11-01 19:32:37
293,413856,124352,4,Tiempo de espera alto,2025-12-01 17:47:24
294,143628,23863,3,Servicio regular,2025-08-12 14:59:28
295,348603,71978,3,Esperaba mas,2025-06-27 01:04:32
296,612839,68432,4,Esperaba mas,2025-09-15 17:24:25
297,24344,37491,5,Tiempo de espera alto,2026-03-29 10:58:34
298,110037,1418,5,Caso resuelto,2025-06-23 01:20:13
299,197516,65590,3,,2026-01-06 17:37:15
300,476819,20773,4,Asesor amable,2025-08-28 02:39:25
301,619572,94387,4,,2025-08-20 21:51:06
302,453003,29531,4,Caso resuelto,2025-09-14 21:58:29
303,377877,63861,5,Tiempo de espera alto,2026-03-17 17:05:44
304,79377,52645,3,Proceso claro,2025-07-27 01:10:22
305,162548,33167,3,,2025-10-21 07:12:44
306,275729,3253,3,Buena atencion,2026-03-19 14:40:27
307,588038,8918,5,Quedo pendiente,2026-01-10 11:24:24
308,495899,13773,3,Tiempo de espera alto,2026-05-25 09:38:30
309,347300,10204,5,Muy buena experiencia,2026-02-27 01:55:20
310,445854,18604,3,Se requiere seguimiento,2026-05-24 06:38:20
311,123476,48693,4,No solucionaron del todo,2025-10-10 02:31:39
312,148676,23957,3,,2025-10-19 03:03:37
313,332363,82873,4,Tiempo de espera alto,2025-10-23 14:29:06
314,532997,75611,2,,2025-07-02 13:03:28
315,30450,63206,5,Caso resuelto,2025-09-24 14:12:24
316,116494,77241,3,Caso resuelto,2026-03-15 13:24:58
317,611999,41755,3,No solucionaron del todo,2026-04-11 12:03:54
318,339085,106068,4,Se requiere seguimiento,2026-03-01 17:55:54
319,358716,11996,3,Atencion rapida,2026-05-23 14:09:25
320,294896,111943,3,Tiempo de espera alto,2025-11-07 12:24:24
321,320334,67507,3,Muy buena experiencia,2026-02-11 19:28:47
322,110540,97551,2,No solucionaron del todo,2026-05-13 13:36:55
323,540465,88025,4,Proceso claro,2026-01-23 20:06:06
324,20190,92395,4,Muy buena experiencia,2026-02-14 16:44:37
325,587839,43326,4,Caso resuelto,2025-06-06 05:00:02
326,221219,1391,4,Tiempo de espera alto,2026-01-22 08:59:18
327,312401,49255,5,,2025-10-06 03:49:50
328,12819,114672,4,Atencion rapida,2026-04-23 18:45:17
329,512303,1799,3,Esperaba mas,2025-08-03 11:04:16
330,264129,87290,3,Se requiere seguimiento,2026-02-25 23:54:30
331,496085,41794,4,,2025-10-18 04:12:28
332,626904,7217,3,Caso resuelto,2025-06-13 07:19:51
333,211297,21413,4,Caso resuelto,2025-10-03 01:10:44
334,80044,97724,2,Se requiere seguimiento,2026-01-09 11:35:25
335,603250,65910,3,Quedo pendiente,2026-01-20 18:04:32
336,454354,106716,5,,2026-02-09 14:25:54
337,240789,116284,4,Caso resuelto,2026-04-24 17:33:02
338,614687,85843,4,Atencion rapida,2025-09-19 00:36:41
339,12464,63657,5,Buena atencion,2026-01-02 01:04:10
340,164148,56668,5,,2025-09-22 20:43:26
341,453813,19848,4,,2025-06-10 05:19:57
342,29445,22264,2,Se requiere seguimiento,2025-08-05 23:26:51
343,615074,2412,4,Proceso claro,2026-02-02 16:31:06
344,426822,31464,4,Buena atencion,2025-08-29 01:36:30
345,288526,110400,2,,2025-11-16 16:20:18
346,603992,124212,3,,2025-08-06 13:05:47
347,126398,110521,2,Servicio regular,2026-02-20 20:37:52
348,42477,1269,3,,2025-09-23 04:32:08
349,574297,11251,4,Esperaba mas,2026-03-19 01:44:51
350,124375,77116,5,,2026-01-24 04:35:50
351,523032,20887,4,,2026-03-13 18:27:03
352,388362,43575,3,Atencion rapida,2026-05-05 17:31:23
353,244999,101849,4,,2025-08-24 16:55:25
354,148107,36045,4,Quedo pendiente,2026-01-13 21:06:53
355,124099,114790,3,Atencion rapida,2026-04-08 19:21:04
356,450997,29531,3,,2026-02-11 15:57:51
357,556423,89884,4,,2026-05-21 22:56:32
358,79302,57282,4,,2026-03-08 11:21:17
359,225661,88529,3,Proceso claro,2026-05-12 10:53:18
360,159380,82307,4,Tiempo de espera alto,2025-06-21 05:12:42
361,151614,90413,1,No solucionaron del todo,2026-04-12 07:51:58
362,442237,89302,2,Asesor amable,2025-09-10 17:36:25
363,254473,90496,2,,2025-06-26 10:46:10
364,611197,1518,3,Esperaba mas,2025-10-15 09:34:38
365,270878,61144,4,,2026-03-19 16:57:52
366,489740,111585,2,,2025-10-03 11:40:56
367,565014,89207,3,,2026-02-02 21:14:50
368,7632,41637,4,Muy buena experiencia,2026-04-21 15:10:13
369,489456,31975,3,Buena atencion,2025-08-13 13:48:14
370,119747,63921,3,Servicio regular,2025-11-28 12:52:34
371,7599,100083,5,,2026-01-07 11:04:05
372,153240,115015,3,Tiempo de espera alto,2026-04-28 21:22:15
373,334743,8047,2,Quedo pendiente,2025-08-16 03:41:54
374,344018,9045,4,,2025-06-10 02:17:38
375,77241,12323,4,Servicio regular,2026-02-16 22:03:13
376,54181,109036,4,,2025-10-14 14:36:18
377,222539,105910,3,Asesor amable,2026-04-28 10:40:36
378,35492,101862,4,Proceso claro,2025-09-26 13:44:40
379,568195,32602,3,Proceso claro,2026-04-17 04:44:25
380,431160,1885,5,Buena atencion,2025-07-20 06:37:05
381,407929,22930,4,Quedo pendiente,2026-03-17 15:46:23
382,8270,15828,4,Atencion rapida,2025-07-09 18:49:20
383,79276,92569,5,,2025-07-02 09:37:16
384,292366,104937,5,,2026-03-22 07:40:32
385,323873,124245,3,Buena atencion,2025-12-17 14:53:13
386,562116,55204,4,Proceso claro,2025-10-27 19:57:12
387,621740,6216,3,Buena atencion,2025-11-13 01:32:12
388,241328,9285,4,Muy buena experiencia,2025-07-23 16:07:43
389,178068,25697,2,Buena atencion,2026-05-26 23:59:59
390,54600,110205,3,,2026-04-12 17:37:15
391,117000,44374,3,Esperaba mas,2026-05-26 23:59:59
392,510426,14478,4,Buena atencion,2026-05-21 23:01:21
393,407426,79686,4,Asesor amable,2026-04-07 03:36:23
394,263889,41431,2,Buena atencion,2026-02-28 07:07:41
395,278164,21673,3,,2026-01-21 20:58:36
396,135329,92816,2,,2025-09-04 04:29:33
397,118563,24674,4,Quedo pendiente,2026-05-17 21:12:24
398,83107,43066,2,,2025-08-15 04:39:25
399,287800,43956,4,Esperaba mas,2026-05-20 21:05:14
400,336635,33379,5,,2025-11-28 23:44:02
401,302501,97461,4,Se requiere seguimiento,2025-08-13 11:27:19
402,205538,28540,3,Se requiere seguimiento,2026-02-04 10:59:21
403,425410,79872,2,Esperaba mas,2025-11-02 01:17:24
404,281134,76438,4,Asesor amable,2025-07-01 10:50:28
405,405227,355,4,,2025-09-01 11:02:46
406,360320,39970,4,Quedo pendiente,2025-09-04 00:24:37
407,599203,107729,4,,2026-01-25 23:42:52
408,527981,96219,4,Tiempo de espera alto,2026-03-14 17:50:53
409,374430,116938,3,No solucionaron del todo,2025-08-13 20:36:29
410,601401,53913,4,,2025-11-16 08:20:30
411,553154,1980,3,Tiempo de espera alto,2026-05-01 12:53:26
412,499612,40891,2,Se requiere seguimiento,2026-02-21 16:19:31
413,166520,25076,3,Tiempo de espera alto,2025-11-05 20:55:41
414,128551,90307,4,Tiempo de espera alto,2026-01-06 00:44:55
415,453979,31079,4,Servicio regular,2026-01-27 01:45:31
416,367470,77489,3,Servicio regular,2026-04-08 04:51:37
417,319173,120732,4,No solucionaron del todo,2025-12-21 23:05:51
418,365766,108887,1,Proceso claro,2026-01-28 10:48:58
419,290606,85938,5,Muy buena experiencia,2025-11-24 18:59:28
420,44274,96914,2,Muy buena experiencia,2026-05-17 18:37:05
421,554306,99796,3,Esperaba mas,2026-05-23 04:15:33
422,230962,20004,3,Tiempo de espera alto,2025-12-18 10:38:35
423,555701,52417,2,Tiempo de espera alto,2025-06-25 19:54:37
424,521628,77552,4,,2025-12-18 13:41:45
425,154211,109109,3,,2026-02-20 05:35:18
426,245032,105750,4,,2025-10-19 16:48:37
427,451076,86952,2,Caso resuelto,2026-03-06 22:42:37
428,624098,4227,3,Se requiere seguimiento,2025-09-11 14:24:27
429,541696,48107,3,,2025-11-23 08:45:58
430,627646,47144,2,,2026-05-07 15:19:07
431,107834,30324,5,,2026-04-02 19:01:44
432,616699,94029,2,,2025-07-13 02:20:15
433,560627,37026,3,Caso resuelto,2025-11-05 15:50:11
434,457434,86329,3,Se requiere seguimiento,2026-05-06 21:10:02
435,432241,32180,3,,2026-05-13 18:34:54
436,500946,11182,2,,2025-09-20 23:53:03
437,219551,77635,3,,2025-12-05 17:59:45
438,24717,122711,4,Servicio regular,2025-08-07 21:52:55
439,165111,53615,4,Quedo pendiente,2026-01-22 21:35:25
440,54684,45818,3,Caso resuelto,2025-06-28 02:28:43
441,445730,120171,4,,2025-09-28 18:11:14
442,469463,44370,4,,2026-01-08 05:21:23
443,341074,114800,1,,2025-09-17 04:53:36
444,146389,108240,2,Quedo pendiente,2025-06-03 17:58:04
445,221360,124906,5,No solucionaron del todo,2026-05-17 01:38:54
446,465524,95221,3,Muy buena experiencia,2025-08-01 16:05:23
447,365610,33838,4,Esperaba mas,2025-10-03 01:01:58
448,208478,121189,4,Atencion rapida,2025-10-23 08:59:38
449,77323,908,3,Muy buena experiencia,2025-08-23 21:37:27
450,507460,89826,3,,2025-11-10 20:42:42
451,2814,19304,3,Buena atencion,2026-02-23 16:46:21
452,146643,92157,2,,2026-03-18 19:15:38
453,532449,82205,3,,2026-02-08 17:07:56
454,618384,3278,4,,2026-02-08 09:16:42
455,261714,32344,4,Tiempo de espera alto,2025-12-14 23:56:17
456,398858,98041,5,Quedo pendiente,2025-09-19 21:17:21
457,307188,88127,5,Caso resuelto,2025-08-25 14:47:49
458,424818,122323,4,Tiempo de espera alto,2026-04-25 14:03:31
459,584981,60783,4,Servicio regular,2026-01-15 22:57:20
460,215157,79997,3,,2025-07-07 06:05:21
461,87939,30112,3,,2025-07-22 14:22:14
462,177731,109464,3,,2025-07-02 04:40:25
463,531548,107642,4,Esperaba mas,2025-06-06 21:10:32
464,47561,103032,5,,2026-02-14 00:12:26
465,468239,105644,4,Asesor amable,2026-03-14 01:54:37
466,6031,116616,5,Caso resuelto,2026-02-06 10:51:11
467,409238,100214,4,Muy buena experiencia,2026-03-13 08:24:33
468,208938,86408,3,Servicio regular,2026-01-01 12:20:28
469,127139,98215,1,,2026-01-04 05:00:54
470,418118,72805,3,,2025-12-08 21:59:48
471,166852,24398,2,Quedo pendiente,2025-06-18 08:17:44
472,149135,91008,5,Servicio regular,2025-11-28 14:52:52
473,20430,104663,4,Atencion rapida,2025-06-20 03:22:55
474,68065,13157,3,Se requiere seguimiento,2026-01-03 22:04:48
475,136263,42369,2,Atencion rapida,2026-05-15 06:20:34
476,472248,68669,2,Esperaba mas,2026-02-21 04:44:35
477,584492,73933,3,Esperaba mas,2026-01-15 09:23:03
478,387294,40827,5,,2026-04-16 11:48:50
479,453870,46102,5,,2025-06-04 01:17:47
